Summary,Processed Summaries,Sentiment Scores,Compound Score
Microsoft (MSFT) might release as many as three Windows 11 feature updates in 2023 through its new engineering effort called Moment.,"['microsoft', 'msft', 'might', 'release', 'many', 'three', 'window', 'feature', 'update', 'new', 'engineering', 'effort', 'called', 'moment']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Tech giant Microsoft Corporation ( MSFT ) continues to invest in strategic growth initiatives. Last month, a collaboration with chip juggernaut NVIDIA Corporation ( NVDA ) was announced, aimed at developing a 'massive' computer that can handle artificial intelligence computing work in the cloud.","['tech', 'giant', 'microsoft', 'corporation', 'msft', 'continues', 'invest', 'strategic', 'growth', 'initiative', 'last', 'month', 'collaboration', 'chip', 'juggernaut', 'nvidia', 'corporation', 'nvda', 'announced', 'aimed', 'developing', 'computer', 'handle', 'artificial', 'intelligence', 'computing', 'work', 'cloud']","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.6908}",0.6908
Companies in The News Are: ...,"['company', 'news']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"On CNBC's ""Halftime Report Final Trades,"" Jim Lebenthal of Cerity Partners said Raytheon Technologies Corporation RTX is a well-run industrial company. ""I like the valuation as well,"" he added. Don't forget to check out our premarket coverage here.","['cnbc', 'halftime', 'report', 'final', 'trade', 'jim', 'lebenthal', 'cerity', 'partner', 'said', 'raytheon', 'technology', 'corporation', 'rtx', 'industrial', 'company', 'like', 'valuation', 'well', 'added', 'forget', 'check', 'premarket', 'coverage']","{'neg': 0.069, 'neu': 0.764, 'pos': 0.167, 'compound': 0.4019}",0.4019
"Recently, Zacks.com users have been paying close attention to Microsoft (MSFT). This makes it worthwhile to examine what the stock has in store.","['recently', 'user', 'paying', 'close', 'attention', 'microsoft', 'msft', 'make', 'worthwhile', 'examine', 'stock', 'store']","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34
"Cash is king, and these companies wear the crown.","['cash', 'king', 'company', 'wear', 'crown']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Gaming has proven recession-proof in the past. Is now the best time to add a gaming stock to your portfolio?,"['gaming', 'proven', 'past', 'best', 'time', 'add', 'gaming', 'stock', 'portfolio']","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369
Microsoft's stock is poised for long-term growth.,"['microsoft', 'stock', 'poised', 'growth']","{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574
These companies have grown by triple-digit percentages over the last five years despite 2022's down market.,"['company', 'grown', 'percentage', 'last', 'five', 'year', 'despite', 'market']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"With so much focus on the tech and crypto sectors, Cathie Wood's Ark Invest has struggled this year.","['much', 'focus', 'tech', 'crypto', 'sector', 'cathie', 'wood', 'ark', 'invest', 'struggled', 'year']","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34
