Summary,Processed Summaries,Sentiment Scores,Compound Score
"Trade Desk Inc ( NASDAQ: TTD ) is known for helping businesses optimize their digital advertising, and over the past 5 years, has also helped investors achieve eye-popping returns. Since May 2017, The Trade Desk stock's 5-year return has outperformed several of the world's most popular tech and co","['trade', 'desk', 'inc', 'nasdaq', 'ttd', 'known', 'helping', 'business', 'optimize', 'digital', 'advertising', 'past', 'year', 'also', 'helped', 'investor', 'achieve', 'return', 'since', 'may', 'trade', 'desk', 'stock', 'return', 'outperformed', 'several', 'world', 'popular', 'tech']","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.802}",0.802
Microsoft Inc. ( NASDAQ: MSFT ) is taking on smart TV platforms such as Apple Inc.'s ( NASDAQ: AAPL ) with the development of an Xbox-branded TV dongle that would allow users to stream video games running on the company's server. What Happened: A Microsoft representative told Windows Central tha,"['microsoft', 'nasdaq', 'msft', 'taking', 'smart', 'platform', 'apple', 'nasdaq', 'aapl', 'development', 'dongle', 'would', 'allow', 'user', 'stream', 'video', 'game', 'running', 'company', 'server', 'happened', 'microsoft', 'representative', 'told', 'window', 'central', 'tha']","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5574}",0.5574
"Facebook parent Meta Platforms Inc ( NASDAQ: FB ) looks to use Broadcom Inc's ( NASDAQ: AVGO ) custom chips to build its metaverse hardware, becoming the chipmaker's next billion-dollar ASIC customer, J.P. Morgan analysts said. The analysts saw application-specific integrated circuit chips drive","['facebook', 'parent', 'meta', 'platform', 'inc', 'nasdaq', 'look', 'use', 'broadcom', 'inc', 'nasdaq', 'avgo', 'custom', 'chip', 'build', 'metaverse', 'hardware', 'becoming', 'chipmaker', 'next', 'asic', 'customer', 'morgan', 'analyst', 'said', 'analyst', 'saw', 'integrated', 'circuit', 'chip', 'drive']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"With big tech losing its mojo for the first time in a while, is now an optimal time to buy shares of Microsoft?","['big', 'tech', 'losing', 'mojo', 'first', 'time', 'optimal', 'time', 'buy', 'share', 'microsoft']","{'neg': 0.17, 'neu': 0.523, 'pos': 0.307, 'compound': 0.2732}",0.2732
Nokia's (NOK) MX Industrial Edge and Microsoft's Azure Arc will enhance the performance of industry use cases.,"['nokia', 'nok', 'industrial', 'edge', 'microsoft', 'azure', 'arc', 'enhance', 'performance', 'industry', 'use', 'case']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"ST. PAUL, Minn., May 31, 2022 /PRNewswire/ -- Senserva, a leading cloud security provider that produces enhanced visibility and risk prioritization of permission entitlements and compliance, has announced it has partnered with Netrix, an award-winning provider of cybersecurity and end-to-end IT ...","['paul', 'may', 'senserva', 'leading', 'cloud', 'security', 'provider', 'produce', 'enhanced', 'visibility', 'risk', 'prioritization', 'permission', 'entitlement', 'compliance', 'announced', 'partnered', 'netrix', 'provider', 'cybersecurity']","{'neg': 0.093, 'neu': 0.8, 'pos': 0.107, 'compound': 0.0772}",0.0772
A REIT That Might be Right for you and a Top Dividend Stock for Income Investors to Consider.,"['reit', 'might', 'right', 'top', 'dividend', 'stock', 'income', 'investor', 'consider']","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.2023
"Gaming revenue is on an uptrend and is reportedly set to top $200 billion in 2022 after fetching $192.7 billion in 2021. The lockdowns that were in place during the pandemic and consumer spending served as positive catalysts for the sector. Apple's Windfall From Gaming: Apple, Inc. ( NASDAQ: AAP","['gaming', 'revenue', 'uptrend', 'reportedly', 'set', 'top', 'billion', 'fetching', 'billion', 'lockdown', 'place', 'pandemic', 'consumer', 'spending', 'served', 'positive', 'catalyst', 'sector', 'apple', 'windfall', 'gaming', 'apple', 'nasdaq', 'aap']","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.6597}",0.6597
"A smartphone with Facebook's logo is seen in front of displayed Facebook's new rebrand logo Meta in this illustration taken October 28, 2021. REUTERS/Dado Ruvic/Illustration//File Photo","['smartphone', 'facebook', 'logo', 'seen', 'front', 'displayed', 'facebook', 'new', 'rebrand', 'logo', 'meta', 'illustration', 'taken', 'october', 'photo']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"MongoDB's (MDB) first-quarter fiscal 2023 results are expected to reflect the growing adoption of its cloud-based platform, Atlas.","['mongodb', 'mdb', 'fiscal', 'result', 'expected', 'reflect', 'growing', 'adoption', 'platform', 'atlas']","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}",0.1779
