Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft MSFT has outperformed the market over the past 20 years by 4.66% on an annualized basis producing an average annual return of 12.46%. Currently, Microsoft has a market capitalization of $1.76 trillion.","['microsoft', 'msft', 'outperformed', 'market', 'past', 'year', 'annualized', 'basis', 'producing', 'average', 'annual', 'return', 'currently', 'microsoft', 'market', 'capitalization', 'trillion']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Clouding technology has opened numerous opportunities for tech giants.,"['clouding', 'technology', 'opened', 'numerous', 'opportunity', 'tech', 'giant']","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215
"Microsoft Corp MSFT confirmed two unpatched Exchange Server zero-day vulnerabilities cybercriminals exploit in real-world attacks. Cybersecurity company GTSC, which first discovered the flaws, said cybercriminals used the two zero-days in attacks on their customers' environments dating back to ...","['microsoft', 'corp', 'msft', 'confirmed', 'two', 'unpatched', 'exchange', 'server', 'vulnerability', 'cybercriminals', 'exploit', 'attack', 'cybersecurity', 'company', 'gtsc', 'first', 'discovered', 'flaw', 'said', 'cybercriminals', 'used', 'two', 'attack', 'customer', 'environment', 'dating', 'back']","{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.8176}",-0.8176
"BRUSSELS, Sept 30 ( Reuters ) - EU antitrust regulators will decide by Nov. 8 whether to clear Microsoft Corp's proposed $69 billion acquisition of ""Call of Duty"" maker Activision Blizzard ( ATVI.O ) , according to a European Commission filing on Friday.","['brussels', 'sept', 'reuters', 'antitrust', 'regulator', 'decide', 'whether', 'clear', 'microsoft', 'corp', 'proposed', 'billion', 'acquisition', 'call', 'duty', 'maker', 'activision', 'blizzard', 'according', 'european', 'commission', 'filing', 'friday']","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3818}",0.3818
"Warren Buffet's mentor Benjamin Graham is famous for insisting that investors look at large declines in the stock market as a discount or sale, rather than panic. Here's a look at two quality tech stocks that have a chance to go back to their previous highs once macroeconomic conditions stabilize.","['warren', 'buffet', 'mentor', 'benjamin', 'graham', 'famous', 'insisting', 'investor', 'look', 'large', 'decline', 'stock', 'market', 'discount', 'sale', 'rather', 'panic', 'look', 'two', 'quality', 'tech', 'stock', 'chance', 'back', 'previous', 'high', 'macroeconomic', 'condition', 'stabilize']","{'neg': 0.102, 'neu': 0.836, 'pos': 0.062, 'compound': -0.3182}",-0.3182
"Wall Street put Walt Disney (DIS) and Microsoft (MSFT) under the microscope this week, two Club holdings we're sticking with for the long run.","['wall', 'street', 'put', 'walt', 'disney', 'dis', 'microsoft', 'msft', 'microscope', 'week', 'two', 'club', 'holding', 'sticking', 'long', 'run']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"This month, the Fed's third consecutive 75-basis-point rate hike has led to a broad-based stock market sell-off, sending the S&P 500 to a new low for the year.","['month', 'fed', 'third', 'consecutive', 'rate', 'hike', 'led', 'stock', 'market', 'sending', 'new', 'low', 'year']","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}",-0.2732
"Sept 30 ( Reuters ) - Walt Disney Co ( DIS.N ) said on Friday media veteran Carolyn Everson, who has received the support of activist shareholder Third Point, will join its board on November 21.","['sept', 'reuters', 'walt', 'disney', 'said', 'friday', 'medium', 'veteran', 'carolyn', 'everson', 'received', 'support', 'activist', 'shareholder', 'third', 'point', 'join', 'board', 'november']","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.5994}",0.5994
"Bill Gates the co-founder of Microsoft has been actively involved in investing for change to lessen the impact of climate change. Gates is doing this by investing in companies such as Quantumscape QS, whose objective is to develop solid state batteries for electric vehicles.","['bill', 'gate', 'microsoft', 'actively', 'involved', 'investing', 'change', 'lessen', 'impact', 'climate', 'change', 'gate', 'investing', 'company', 'quantumscape', 'whose', 'objective', 'develop', 'solid', 'state', 'battery', 'electric', 'vehicle']","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}",0.4404
"Analysts attended the Jamf Holding Corp JAMF Nation User Conference ""JNUC"" 2022 in San Diego, California. Needham analyst Joshua Reilly reiterated a Buy and $35 price target.","['analyst', 'attended', 'jamf', 'holding', 'corp', 'jamf', 'nation', 'user', 'conference', 'jnuc', 'san', 'diego', 'california', 'needham', 'analyst', 'joshua', 'reilly', 'reiterated', 'buy', 'price', 'target']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
