Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft (MSFT) announces that its 365 Copilot has been chosen by Mayo Clinic to bolster healthcare staff experience across apps like Microsoft Outlook, Word, Excel and more.","['microsoft', 'msft', 'announces', 'copilot', 'chosen', 'mayo', 'clinic', 'bolster', 'healthcare', 'staff', 'experience', 'across', 'apps', 'like', 'microsoft', 'outlook', 'word', 'excel']","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6705}",0.6705
"A whale with a lot of money to spend has taken a noticeably bearish stance on Microsoft. Looking at options history for Microsoft MSFT we detected 17 strange trades. If we consider the specifics of each trade, it is accurate to state that 41% of the investors opened trades with bullish ...","['whale', 'lot', 'money', 'spend', 'taken', 'noticeably', 'bearish', 'stance', 'microsoft', 'looking', 'option', 'history', 'microsoft', 'msft', 'detected', 'strange', 'trade', 'consider', 'specific', 'trade', 'accurate', 'state', 'investor', 'opened', 'trade', 'bullish']","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.2023}",-0.2023
Microsoft's move into artificial intelligence is already paying dividends.,"['microsoft', 'move', 'artificial', 'intelligence', 'already', 'paying', 'dividend']","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.4767}",0.4767
"Docebo (DCBO) transforms Microsoft Teams into a dynamic learning hub, fostering seamless collaboration and training integration for enhanced productivity.","['docebo', 'dcbo', 'transforms', 'microsoft', 'team', 'dynamic', 'learning', 'hub', 'fostering', 'seamless', 'collaboration', 'training', 'integration', 'enhanced', 'productivity']","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}",0.3818
"Apple Inc AAPL, Microsoft Corp MSFT and Alphabet Inc GOOG offer some of the highest salaries in Silicon Valley. This allows the companies to attract some of the best talent and, in turn, deliver some of the most cutting-edge technology advancements every year.","['apple', 'inc', 'aapl', 'microsoft', 'corp', 'msft', 'alphabet', 'inc', 'goog', 'offer', 'highest', 'salary', 'silicon', 'valley', 'allows', 'company', 'attract', 'best', 'talent', 'turn', 'deliver', 'technology', 'advancement', 'every', 'year']","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8591}",0.8591
"The so-called Magnificent Seven lost some luster in the latest quarter, as they proved no longer the big market drivers they were earlier this year.","['magnificent', 'seven', 'lost', 'luster', 'latest', 'quarter', 'proved', 'longer', 'big', 'market', 'driver', 'earlier', 'year']","{'neg': 0.134, 'neu': 0.64, 'pos': 0.227, 'compound': 0.3818}",0.3818
"AI Stocks Cool Off But Amazon, Meta Take Aim At Cloud, Consumer ... Investor's Business Daily ...","['stock', 'cool', 'amazon', 'meta', 'take', 'aim', 'cloud', 'consumer', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.4588}",0.4588
"The Artificial Intelligence sector represents one of the most transformative waves in the technological landscape. This field, which involves the creation of machines that can think, learn, and act like humans, has vast applications, ranging from healthcare and finance to entertainment and ...","['artificial', 'intelligence', 'sector', 'represents', 'one', 'transformative', 'wave', 'technological', 'landscape', 'field', 'involves', 'creation', 'machine', 'think', 'learn', 'act', 'like', 'human', 'vast', 'application', 'ranging', 'healthcare', 'finance', 'entertainment']","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8591}",0.8591
"Key partners Microsoft & CloudThat join hands to make the workforce of businesses AI-ready. BENGALURU, India, Sept. 29, 2023 /PRNewswire/ -- Generative AI is a buzz across industries, and every formal or informal tech discussion revolves around the possibilities and limitations of futuristic ...","['key', 'partner', 'microsoft', 'cloudthat', 'join', 'hand', 'make', 'workforce', 'business', 'bengaluru', 'india', 'generative', 'buzz', 'across', 'industry', 'every', 'formal', 'informal', 'tech', 'discussion', 'revolves', 'around', 'possibility', 'limitation', 'futuristic']","{'neg': 0.074, 'neu': 0.743, 'pos': 0.182, 'compound': 0.4939}",0.4939
"More than 1,000 tech companies have made layoffs in 2023, according to the ...","['tech', 'company', 'made', 'layoff', 'according']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
