Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft MSFT Office revenues reached ~$49 billion in FY2023 ( up ~70% from FY2018 ). Office 365 Commercial now has ~400 million paid seats, up >100% from yearend FY2018. Ongoing strength in paid seats ( volumes ) , at +11% YoY in Q4 FY2023, was led by SMB's and frontline workers.","['microsoft', 'msft', 'office', 'revenue', 'reached', 'billion', 'office', 'commercial', 'million', 'paid', 'seat', 'yearend', 'ongoing', 'strength', 'paid', 'seat', 'volume', 'yoy', 'led', 'smb', 'frontline', 'worker']","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5574}",0.5574
Alliance supports Black Tech Street's ambition to digitally transform Black Wall Street to Black Tech Street through cyber-centered talent and innovation initiatives,"['alliance', 'support', 'black', 'tech', 'street', 'ambition', 'digitally', 'transform', 'black', 'wall', 'street', 'black', 'tech', 'street', 'talent', 'innovation', 'initiative']","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7964}",0.7964
"Microsoft Corporation ( MSFT ) has been at the forefront of the AI-driven tech surge this year, with shares soaring over 40% year-to-date. The optimism surrounding the potential of AI has also stimulated record-breaking growth for the Nasdaq 100 in the first half of the year.","['microsoft', 'corporation', 'msft', 'forefront', 'tech', 'surge', 'year', 'share', 'soaring', 'optimism', 'surrounding', 'potential', 'also', 'stimulated', 'growth', 'nasdaq', 'first', 'half', 'year']","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.8481}",0.8481
"We have detected that you are using Internet Explorer, which may not provide the best experience on our website. We recommend updating to a modern browser for the best Barrons.com experience. Using a modern browser will ensure that you have access to all the features and functionality of our ...","['detected', 'using', 'internet', 'explorer', 'may', 'provide', 'best', 'experience', 'website', 'recommend', 'updating', 'modern', 'browser', 'best', 'experience', 'using', 'modern', 'browser', 'ensure', 'access', 'feature', 'functionality']","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.926}",0.926
"Artificial intelligence is quickly becoming central to the business strategies of most tech companies. The latest earnings season is setting new records for the presence of AI in management speeches during earnings calls, a new report says.","['artificial', 'intelligence', 'quickly', 'becoming', 'central', 'business', 'strategy', 'tech', 'company', 'latest', 'earnings', 'season', 'setting', 'new', 'record', 'presence', 'management', 'speech', 'earnings', 'call', 'new', 'report', 'say']","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4767}",0.4767
"Arista Networks ( ANET ) on Monday reported second-quarter results that topped analyst estimates. ANET stock popped as the company's outlook came in above views, amid investor angst over capital spending plans of customers Microsoft ( MSFT ) and Facebook-parent Meta Platforms ( META ) .","['arista', 'network', 'anet', 'monday', 'reported', 'result', 'topped', 'analyst', 'estimate', 'anet', 'stock', 'popped', 'company', 'outlook', 'came', 'view', 'amid', 'investor', 'angst', 'capital', 'spending', 'plan', 'customer', 'microsoft', 'msft', 'meta', 'platform', 'meta']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"In 1995, there were a paltry 16 million people connected to the internet. Five years later, this rose to around 300 million. And by 2005, there were more than one billion. It's hard to believe that even with that growth, so many people were skeptical about the value that the internet would bring ...","['paltry', 'million', 'people', 'connected', 'internet', 'five', 'year', 'later', 'rose', 'around', 'million', 'one', 'billion', 'hard', 'believe', 'even', 'growth', 'many', 'people', 'skeptical', 'value', 'internet', 'would', 'bring']","{'neg': 0.129, 'neu': 0.697, 'pos': 0.174, 'compound': 0.3182}",0.3182
"""We view Azure's [deceleration in the third quarter] as a slightly cautious read for AWS especially since AWS started seeing optimization later than Azure,"" an analyst warned last week.","['view', 'azure', 'deceleration', 'third', 'quarter', 'slightly', 'cautious', 'read', 'aws', 'especially', 'since', 'aws', 'started', 'seeing', 'optimization', 'later', 'azure', 'analyst', 'warned', 'last', 'week']","{'neg': 0.135, 'neu': 0.756, 'pos': 0.109, 'compound': 0.101}",0.101
"To ensure the best experience while using Barrons.com, we recommend updating your browser if you are currently using Internet Explorer. Upgrading to a modern browser will enhance your browsing experience and provide access to the latest features and improvements.","['ensure', 'best', 'experience', 'using', 'recommend', 'updating', 'browser', 'currently', 'using', 'internet', 'explorer', 'upgrading', 'modern', 'browser', 'enhance', 'browsing', 'experience', 'provide', 'access', 'latest', 'feature', 'improvement']","{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.9062}",0.9062
"Attention hackers: Walmart might be interested in hiring you to fight cybercrime, even if you don't have a college degree ...","['attention', 'hacker', 'walmart', 'might', 'interested', 'hiring', 'fight', 'cybercrime', 'even', 'college', 'degree']","{'neg': 0.182, 'neu': 0.629, 'pos': 0.189, 'compound': 0.0258}",0.0258
"OpenAI, the parent company behind ChatGPT, has filed for a trademark for ChatGPT-5. Trademark lawyer Josh Gerben tweeted about it Monday: OpenAI put artificial intelligence ( AI ) back in the public discourse amid its launch of ChatGPT late last year.","['openai', 'parent', 'company', 'behind', 'chatgpt', 'filed', 'trademark', 'trademark', 'lawyer', 'josh', 'gerben', 'tweeted', 'monday', 'openai', 'put', 'artificial', 'intelligence', 'back', 'public', 'discourse', 'amid', 'launch', 'chatgpt', 'late', 'last', 'year']","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4767}",0.4767
"We've detected that you are using Internet Explorer, and we recommend updating to a modern browser for the best Barrons.com experience. By updating your browser, you can ensure that you have access to all the features and functionality of our website.","['detected', 'using', 'internet', 'explorer', 'recommend', 'updating', 'modern', 'browser', 'best', 'experience', 'updating', 'browser', 'ensure', 'access', 'feature', 'functionality', 'website']","{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8519}",0.8519
"Dow Jones Futures: Microsoft, Tesla Stock Could See New Buy Points. 5 Big Earnings Movers Investor's Business Daily ...","['dow', 'jones', 'future', 'microsoft', 'tesla', 'stock', 'could', 'see', 'new', 'buy', 'point', 'big', 'earnings', 'mover', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"To ensure the best experience on Barrons.com, we recommend updating your browser if you are using Internet Explorer. Internet Explorer is no longer supported and may not display the website correctly.","['ensure', 'best', 'experience', 'recommend', 'updating', 'browser', 'using', 'internet', 'explorer', 'internet', 'explorer', 'longer', 'supported', 'may', 'display', 'website', 'correctly']","{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.891}",0.891
"We've detected that you are using Internet Explorer. To ensure the best experience on Barrons.com, please update to a modern browser. Using an outdated browser like Internet Explorer can lead to compatibility issues and may prevent you from accessing all the features and functionality of our ...","['detected', 'using', 'internet', 'explorer', 'ensure', 'best', 'experience', 'please', 'update', 'modern', 'browser', 'using', 'outdated', 'browser', 'like', 'internet', 'explorer', 'lead', 'compatibility', 'issue', 'may', 'prevent', 'accessing', 'feature', 'functionality']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.8934}",0.8934
"Good Morning Traders! In today's Market Clubhouse Morning Memo, we will discuss SPY, QQQ, AAPL, MSFT, and NVDA. Our proprietary formula, exclusive to Market Clubhouse, dictates these price levels. This dynamic equation takes into account price, volume, and options flow.","['good', 'morning', 'trader', 'today', 'market', 'clubhouse', 'morning', 'memo', 'discus', 'spy', 'qqq', 'aapl', 'msft', 'nvda', 'proprietary', 'formula', 'exclusive', 'market', 'clubhouse', 'dictate', 'price', 'level', 'dynamic', 'equation', 'take', 'account', 'price', 'volume', 'option', 'flow']","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.7184}",0.7184
The inaugural championship brought together teams owned by an Indian billionaire and a group of Indian-American tech executives.,"['inaugural', 'championship', 'brought', 'together', 'team', 'owned', 'indian', 'billionaire', 'group', 'tech', 'executive']","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404
"In the first episode of his new podcast, Microsoft MSFT mogul Bill Gates chats with actors Seth Rogen and Lauren Miller about mental health, Alzheimer and cannabis. ""Unconfuse Me"" premiered last Thursday and promises to talk about mental health, marijuana, vegetable meat, the evolution of ...","['first', 'episode', 'new', 'podcast', 'microsoft', 'msft', 'mogul', 'bill', 'gate', 'chat', 'actor', 'seth', 'rogen', 'lauren', 'miller', 'mental', 'health', 'alzheimer', 'cannabis', 'unconfuse', 'premiered', 'last', 'thursday', 'promise', 'talk', 'mental', 'health', 'marijuana', 'vegetable', 'meat', 'evolution']","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.3182}",0.3182
"Chinese equities have been lagging recently. However, they can be some of the most robust when they are trending in the right direction. Is the worst over?","['chinese', 'equity', 'lagging', 'recently', 'however', 'robust', 'trending', 'right', 'direction', 'worst']","{'neg': 0.397, 'neu': 0.449, 'pos': 0.154, 'compound': -0.5859}",-0.5859
Crack the code of the market leaders in 2023 with this fun and straightforward guide. Warning: It's unforgettable.,"['crack', 'code', 'market', 'leader', 'fun', 'straightforward', 'guide', 'warning', 'unforgettable']","{'neg': 0.189, 'neu': 0.551, 'pos': 0.26, 'compound': 0.2263}",0.2263
"Apple ( AAPL ) reports earnings on Thursday after the closing bell, and as such, is showing higher than normal implied volatility. Therefore, let's look at a combination of two options strategies in AAPL stock that would benefit from the market's reaction to the news.","['apple', 'aapl', 'report', 'earnings', 'thursday', 'closing', 'bell', 'showing', 'higher', 'normal', 'implied', 'volatility', 'therefore', 'let', 'look', 'combination', 'two', 'option', 'strategy', 'aapl', 'stock', 'would', 'benefit', 'market', 'reaction', 'news']","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4588}",0.4588
Home Improvement is in Focus.,"['home', 'improvement', 'focus']","{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588
