Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft MSFT has outperformed the market over the past 5 years by 16.91% on an annualized basis producing an average annual return of 26.28%. Currently, Microsoft has a market capitalization of $2.14 trillion.","['microsoft', 'msft', 'outperformed', 'market', 'past', 'year', 'annualized', 'basis', 'producing', 'average', 'annual', 'return', 'currently', 'microsoft', 'market', 'capitalization', 'trillion']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Recently, Zacks.com users have been paying close attention to Microsoft (MSFT). This makes it worthwhile to examine what the stock has in store.","['recently', 'user', 'paying', 'close', 'attention', 'microsoft', 'msft', 'make', 'worthwhile', 'examine', 'stock', 'store']","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}",0.34
"Layoffs at a number of big tech corporations, including MSFT, GOOGL, AMZN and META, affecting responsible AI personnel have raised concerns around long-term safety.","['layoff', 'number', 'big', 'tech', 'corporation', 'including', 'msft', 'googl', 'amzn', 'meta', 'affecting', 'responsible', 'personnel', 'raised', 'concern', 'around', 'safety']","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.6597}",0.6597
"Whether you're a freelancer or corporate employee, Microsoft Office is essential for productivity. Although there are free alternatives, they lack the security, stability, and compatibility that Office provides. With Office 2021, you can create, edit, and collaborate on documents, spreadsheets, ...","['whether', 'freelancer', 'corporate', 'employee', 'microsoft', 'office', 'essential', 'productivity', 'although', 'free', 'alternative', 'lack', 'security', 'stability', 'compatibility', 'office', 'provides', 'office', 'create', 'edit', 'collaborate', 'document', 'spreadsheet']","{'neg': 0.076, 'neu': 0.596, 'pos': 0.328, 'compound': 0.765}",0.765
Apple's Smart Goggles Is What the Virtual Reality Industry Needs - Business Insider ...,"['apple', 'smart', 'goggles', 'virtual', 'reality', 'industry', 'need', 'business', 'insider']","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019
Dow Jones Rises After Cool Inflation Data. 6 Best Stocks To Buy ... Investor's Business Daily ...,"['dow', 'jones', 'rise', 'cool', 'inflation', 'data', 'best', 'stock', 'buy', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7579}",0.7579
SNPS Stock: Synopsys Rises On AI Chip Design Tool | Investor's ... Investor's Business Daily ...,"['snp', 'stock', 'synopsys', 'rise', 'chip', 'design', 'tool', 'investor', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Microsoft co-founder Bill Gates took an autonomous vehicle ""test ride"" through what he called ""one of the most challenging driving environments imaginable."" ...","['microsoft', 'bill', 'gate', 'took', 'autonomous', 'vehicle', 'test', 'ride', 'called', 'one', 'challenging', 'driving', 'environment', 'imaginable']","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.1531}",0.1531
"In a groundbreaking move, Italy on Friday became the first Western country to ban the advanced chatbot ChatGPT, raising concerns about privacy issues related to the model. Created by U.S.-based start-up OpenAI and backed by Microsoft Corporation MSFT, the tech has been used by millions of people ...","['groundbreaking', 'move', 'italy', 'friday', 'became', 'first', 'western', 'country', 'ban', 'advanced', 'chatbot', 'chatgpt', 'raising', 'concern', 'privacy', 'issue', 'related', 'model', 'created', 'openai', 'backed', 'microsoft', 'corporation', 'msft', 'tech', 'used', 'million', 'people']","{'neg': 0.11, 'neu': 0.734, 'pos': 0.156, 'compound': -0.128}",-0.128
End of the month and the first quarter on Wall Street.,"['end', 'month', 'first', 'quarter', 'wall', 'street']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
