Summary,Processed Summaries,Sentiment Scores,Compound Score
It's about more than just software sales.,"['software', 'sale']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Microsoft's valuation has dropped hard in the past year.,"['microsoft', 'valuation', 'dropped', 'hard', 'past', 'year']","{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.1027}",-0.1027
"Amazon, Apple and Microsoft set records in their disclosed annual spending on Washington lobbying last year, as Facebook and Google's parents also spent big.","['amazon', 'apple', 'microsoft', 'set', 'record', 'disclosed', 'annual', 'spending', 'washington', 'lobbying', 'last', 'year', 'facebook', 'google', 'parent', 'also', 'spent', 'big']","{'neg': 0.068, 'neu': 0.842, 'pos': 0.089, 'compound': 0.1027}",0.1027
"Arrival ARVL named former Arrival EVP of Digital Igor Torgov as the new CEO, effective January 30, 2023. Igor joined Arrival in February 2020 and has led the development of multiple divisions. Before Arrival, Igor held numerous COO, CEO, and leadership positions at Atol, Bitfury, Yota, Columbus ...","['arrival', 'arvl', 'named', 'former', 'arrival', 'evp', 'digital', 'igor', 'torgov', 'new', 'ceo', 'effective', 'january', 'igor', 'joined', 'arrival', 'february', 'led', 'development', 'multiple', 'division', 'arrival', 'igor', 'held', 'numerous', 'coo', 'ceo', 'leadership', 'position', 'atol', 'bitfury', 'yota', 'columbus']","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4767}",0.4767
"DECATUR, Ga., Jan. 31, 2023 /PRNewswire/ -- Reginald Ian Hodge, MBA, is being recognized by Continental Who's Who as a Distinguished Professional for his contributions to the Accounting Industry.","['decatur', 'reginald', 'ian', 'hodge', 'mba', 'recognized', 'continental', 'distinguished', 'professional', 'contribution', 'accounting', 'industry']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"For the past few years, many companies have pivoted their visions to include a new, trending topic. At one point it was crypto, blockchain or NFTs and before that it was cannabis. Now, it might be artificial intelligence. What Happened: When Eastman Kodak Co KODK announced its own cryptocurrency ...","['past', 'year', 'many', 'company', 'pivoted', 'vision', 'include', 'new', 'trending', 'topic', 'one', 'point', 'crypto', 'blockchain', 'nfts', 'cannabis', 'might', 'artificial', 'intelligence', 'happened', 'eastman', 'kodak', 'kodk', 'announced', 'cryptocurrency']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6249}",0.6249
We highlight 3 EV ETFs that are gaining from Tesla's sizzling rally ...,"['highlight', 'etf', 'gaining', 'tesla', 'sizzling', 'rally']","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}",0.6369
"Alphabet has struggled to exceed quarterly expectations as of late, falling short of earnings and revenue estimates in three consecutive quarters. Is this time different?","['alphabet', 'struggled', 'exceed', 'quarterly', 'expectation', 'late', 'falling', 'short', 'earnings', 'revenue', 'estimate', 'three', 'consecutive', 'quarter', 'time', 'different']","{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.4588}",-0.4588
"E3, the largest video game conference and trade show in the world, is facing a setback for its upcoming 2023 edition: Microsoft MSFT's Xbox, Sony SONY and Nintendo NTDOY will apparently not attend the event.","['largest', 'video', 'game', 'conference', 'trade', 'show', 'world', 'facing', 'setback', 'upcoming', 'edition', 'microsoft', 'msft', 'xbox', 'sony', 'sony', 'nintendo', 'ntdoy', 'apparently', 'attend', 'event']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Artificial Intelligence ( AI ) has rapidly become one of the most transformative technologies of the 21st century. It has quickly changed the way we live, work, and interact. AI has been integrated into many industries.","['artificial', 'intelligence', 'rapidly', 'become', 'one', 'transformative', 'technology', 'century', 'quickly', 'changed', 'way', 'live', 'work', 'interact', 'integrated', 'many', 'industry']","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",0.4767
"Jan 31 ( Reuters ) - Electronic Arts Inc ( EA.O ) lowered its annual bookings forecast on Tuesday, indicating that the downturn in the gaming market is set to continue this year as consumers are cautious about discretionary spending in the face of still-high inflation.","['jan', 'reuters', 'electronic', 'art', 'inc', 'lowered', 'annual', 'booking', 'forecast', 'tuesday', 'indicating', 'downturn', 'gaming', 'market', 'set', 'continue', 'year', 'consumer', 'cautious', 'discretionary', 'spending', 'face', 'inflation']","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.2263}",-0.2263
Workday to cut about 525 jobs UPI News ...,"['workday', 'cut', 'job', 'upi', 'news']","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732
New Survey Reveals 40% of Companies Experienced a Data Leak ... PR ...,"['new', 'survey', 'reveals', 'company', 'experienced', 'data', 'leak']","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34
PayPal to cut 2000 jobs in latest tech company cost-cutting The Associated Press - en ...,"['paypal', 'cut', 'job', 'latest', 'tech', 'company', 'associated', 'press']","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}",-0.2732
"As the tech industry continues to shed jobs by the thousands, a business professor is sounding the alarm on the dangerous consequences of following the herd.","['tech', 'industry', 'continues', 'shed', 'job', 'thousand', 'business', 'professor', 'sounding', 'alarm', 'dangerous', 'consequence', 'following', 'herd']","{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6705}",-0.6705
Tesla increased hiring as tech companies began layoffs in the fall.,"['tesla', 'increased', 'hiring', 'tech', 'company', 'began', 'layoff', 'fall']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732
"The payments giant PayPal adds to the spate of January tech layoffs with plans to cut 7%, CEO Dan Schulman announced Tuesday.","['payment', 'giant', 'paypal', 'add', 'spate', 'january', 'tech', 'layoff', 'plan', 'cut', 'ceo', 'dan', 'schulman', 'announced', 'tuesday']","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}",-0.2732
Russian hackers targeted a Ukrainian energy co. with new malware ... ...,"['russian', 'hacker', 'targeted', 'ukrainian', 'energy', 'new', 'malware']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732
Noted Tesla investor and Future Fund managing partner Gary Black expects to see a big volume increase for Elon Musk's company in the first quarter as the electric vehicle maker recaptures volume lost through price cuts.,"['noted', 'tesla', 'investor', 'future', 'fund', 'managing', 'partner', 'gary', 'black', 'expects', 'see', 'big', 'volume', 'increase', 'elon', 'musk', 'company', 'first', 'quarter', 'electric', 'vehicle', 'maker', 'recapture', 'volume', 'lost', 'price', 'cut']","{'neg': 0.143, 'neu': 0.782, 'pos': 0.075, 'compound': -0.2732}",-0.2732
EU studying whether Big Tech should pay network costs -EU ... ...,"['studying', 'whether', 'big', 'tech', 'pay', 'network', 'cost']","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",-0.1027
Dow Jones Futures Reverse Ahead Of Fed Meeting. Caterpillar ... Investor's Business Daily ...,"['dow', 'jones', 'future', 'reverse', 'ahead', 'fed', 'meeting', 'caterpillar', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Imagine what you could do with a 19% dividend...,"['imagine', 'could', 'dividend']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
GrowthSpace Expands Leadership Team to Drive US Commercial ... PR ...,"['growthspace', 'expands', 'leadership', 'team', 'drive', 'commercial']","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.1027}",0.1027
GrowthSpace Expands Leadership Team to Drive US Commercial ... PR ...,"['growthspace', 'expands', 'leadership', 'team', 'drive', 'commercial']","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.1027}",0.1027
"In just the past month there have been nearly 50,000 job cuts across the technology sector. Large and small tech companies went on a hiring spree in over the past several years due to a demand for their products, software and services surged with millions of people working remotely.","['past', 'month', 'nearly', 'job', 'cut', 'across', 'technology', 'sector', 'large', 'small', 'tech', 'company', 'went', 'hiring', 'spree', 'past', 'several', 'year', 'due', 'demand', 'product', 'software', 'service', 'surged', 'million', 'people', 'working', 'remotely']","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3818}",-0.3818
The American Opportunity Index ranked the top 250 biggest U.S. public companies in terms of internal advancement. AT&T ranked No. 1.,"['american', 'opportunity', 'index', 'ranked', 'top', 'biggest', 'public', 'company', 'term', 'internal', 'advancement', 'ranked']","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.5574}",0.5574
OpenAI acknowledges shortcomings in its tool for spotting synthetic text but says it's stronger at dealing with outputs from more recent AI models.,"['openai', 'acknowledges', 'shortcoming', 'tool', 'spotting', 'synthetic', 'text', 'say', 'stronger', 'dealing', 'output', 'recent', 'model']","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",0.3818
These tech giants certainly trade attractively relative to their past but more near-term upside will largely depend upon the guidance and outlook they offer during the quarterly reports.,"['tech', 'giant', 'certainly', 'trade', 'attractively', 'relative', 'past', 'upside', 'largely', 'depend', 'upon', 'guidance', 'outlook', 'offer', 'quarterly', 'report']","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6808}",0.6808
"Acumatica Previews Customer-driven Features, Capabilities During ... PR ...","['acumatica', 'preview', 'feature', 'capability']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"TAMPA BAY, Fla., Jan. 31, 2023 /PRNewswire/ -- TeamViewer, a leading global provider of remote connectivity and workplace digitalization solutions, is streamlining the remote support in the IT department of the international consumer goods and adhesives corporation Henkel.","['tampa', 'bay', 'teamviewer', 'leading', 'global', 'provider', 'remote', 'connectivity', 'workplace', 'digitalization', 'solution', 'streamlining', 'remote', 'support', 'department', 'international', 'consumer', 'good', 'adhesive', 'corporation', 'henkel']","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.7845}",0.7845
"NEW YORK, Jan. 31, 2023 ( GLOBE NEWSWIRE ) -- Verizon Business today announced submissions are now open for the fourth annual BlueJeans by Verizon Customer Awards program. Celebrating excellence around the use of video to drive workplace transportation, winners will once again be announced on ...","['new', 'york', 'globe', 'newswire', 'verizon', 'business', 'today', 'announced', 'submission', 'open', 'fourth', 'annual', 'bluejeans', 'verizon', 'customer', 'award', 'program', 'celebrating', 'excellence', 'around', 'use', 'video', 'drive', 'workplace', 'transportation', 'winner', 'announced']","{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9442}",0.9442
KPI Mining Solutions in partnership with McGill COSMO is excited to ... Canada ...,"['kpi', 'mining', 'solution', 'partnership', 'mcgill', 'cosmo', 'excited', 'canada']","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.5719}",0.5719
Finding Fintech Leaders and the Importance of Patents ( NASDAQ ... ...,"['finding', 'fintech', 'leader', 'importance', 'patent', 'nasdaq']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612
"Spartan Radar, a Southern California startup that makes software to sharpen imaging data collected by automotive radar sensors, now counts Microsoft as an investor as it shifts to commercial operations.","['spartan', 'radar', 'southern', 'california', 'startup', 'make', 'software', 'sharpen', 'imaging', 'data', 'collected', 'automotive', 'radar', 'sensor', 'count', 'microsoft', 'investor', 'shift', 'commercial', 'operation']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"MONTREAL, Jan. 31, 2023 /CNW Telbec/ - KPI-COSMO Stochastic Mining Optimizer is a game-changing solution representing a paradigm shift in mine planning, that will generate substantial value for the mining ecosystem.","['montreal', 'stochastic', 'mining', 'optimizer', 'solution', 'representing', 'paradigm', 'shift', 'mine', 'planning', 'generate', 'substantial', 'value', 'mining', 'ecosystem']","{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.7906}",0.7906
"HAUPPAUGE, N.Y., Jan. 31, 2023 ( GLOBE NEWSWIRE ) -- In a report released today, Hallmark Health Care Solutions ( HHCS ) explores what hospitals, health systems, and medical groups need to do this year to address the rising costs of care brought on by inflation and increasingly complex economic, ...","['hauppauge', 'globe', 'newswire', 'report', 'released', 'today', 'hallmark', 'health', 'care', 'solution', 'hhcs', 'explores', 'hospital', 'health', 'system', 'medical', 'group', 'need', 'year', 'address', 'rising', 'cost', 'care', 'brought', 'inflation', 'increasingly', 'complex', 'economic']","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8271}",0.8271
"[1/4] An United Parcel Service employee works at the new package sorting and delivery UPS hub in Corbeil-Essonnes and Evry, southern Paris, France, June 26, 2018. REUTERS/Charles Platiau","['united', 'parcel', 'service', 'employee', 'work', 'new', 'package', 'sorting', 'delivery', 'ups', 'hub', 'evry', 'southern', 'paris', 'france', 'june', 'platiau']","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215
"DETROIT -General Motors Co. shares jumped early on Tuesday after it reported higher net income for the fourth quarter, forecast stronger-than-expected earnings for 2023 and said it would cut $2 billion in costs.","['detroit', 'motor', 'share', 'jumped', 'early', 'tuesday', 'reported', 'higher', 'net', 'income', 'fourth', 'quarter', 'forecast', 'earnings', 'said', 'would', 'cut', 'billion', 'cost']","{'neg': 0.099, 'neu': 0.798, 'pos': 0.103, 'compound': 0.0258}",0.0258
The wave of artificial intelligence could get it there.,"['wave', 'artificial', 'intelligence', 'could', 'get']","{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}",0.4767
SEI Sphere Provides Enterprise-wide Security Solution for IT,"['sei', 'sphere', 'provides', 'security', 'solution']","{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.5719}",0.5719
Jellyfish Launches Life Cycle Explorer to Remove Software ... PR ...,"['jellyfish', 'launch', 'life', 'cycle', 'explorer', 'remove', 'software']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"The 'messy middle' of mass layoffs, talent shortages and fears of a recession that still hasn't materialized.","['middle', 'mass', 'layoff', 'talent', 'shortage', 'fear', 'recession', 'still', 'materialized']","{'neg': 0.506, 'neu': 0.316, 'pos': 0.177, 'compound': -0.6369}",-0.6369
"Hammerspace Global Data Environment Automates Content Orchestration within a Global Namespace, Allowing Global Teams to Work Productively","['hammerspace', 'global', 'data', 'environment', 'automates', 'content', 'orchestration', 'within', 'global', 'namespace', 'allowing', 'global', 'team', 'work', 'productively']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
The revisions trend indicates that not all tech stocks are headed the same way as Microsoft.,"['revision', 'trend', 'indicates', 'tech', 'stock', 'headed', 'way', 'microsoft']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Wall Street was modestly upbeat last week. The release of fourth-quarter U.S. GDP data and better-than-expected Consumer Sentiment and some Home Sales data led to the upbeat stock market.,"['wall', 'street', 'modestly', 'upbeat', 'last', 'week', 'release', 'gdp', 'data', 'consumer', 'sentiment', 'home', 'sale', 'data', 'led', 'upbeat', 'stock', 'market']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"The logo for OpenAI, the maker of ChatGPT, appears on a mobile phone, in New York, Tuesday, Jan. 31, 2023. OpenAI is launching a new tool in an effort to curb its reputation as a freewheeling cheating machine with a new tool Tuesday that can help teachers detect if a student or artificial ...","['logo', 'openai', 'maker', 'chatgpt', 'appears', 'mobile', 'phone', 'new', 'york', 'tuesday', 'openai', 'launching', 'new', 'tool', 'effort', 'curb', 'reputation', 'freewheeling', 'cheating', 'machine', 'new', 'tool', 'tuesday', 'help', 'teacher', 'detect', 'student', 'artificial']","{'neg': 0.11, 'neu': 0.762, 'pos': 0.128, 'compound': -0.1027}",-0.1027
"Re-opening of the global economy, increased dependency on technology and benefits of the ongoing hybrid working model should aid the Zacks Staffing industry. NSP, KFRC and CCRN are well poised to witness a demand surge.","['global', 'economy', 'increased', 'dependency', 'technology', 'benefit', 'ongoing', 'hybrid', 'working', 'model', 'aid', 'zacks', 'staffing', 'industry', 'nsp', 'kfrc', 'ccrn', 'well', 'poised', 'witness', 'demand', 'surge']","{'neg': 0.054, 'neu': 0.614, 'pos': 0.332, 'compound': 0.7717}",0.7717
― Record full year revenue of $23.6 Billion up ...,"['record', 'full', 'year', 'revenue', 'billion']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Share it: @Nickelodeon @KidsChoiceAwards #KCAClick HERE to download assets. HOLLYWOOD, Calif., Jan. 31, 2023 /PRNewswire/ -- Co-host of CBS Mornings and CBS Sports Analyst Nate Burleson and digital superstar Charli D'Amelio will embark on an immersive and Slime-tastic adventure as co-hosts of ...","['share', 'nickelodeon', 'kidschoiceawards', 'kcaclick', 'download', 'asset', 'hollywood', 'cbs', 'morning', 'cbs', 'sport', 'analyst', 'nate', 'burleson', 'digital', 'superstar', 'charli', 'embark', 'immersive', 'adventure']","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7184}",0.7184
"MSCI earnings call for the period ending December 31, 2022.","['msci', 'earnings', 'call', 'period', 'ending', 'december']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
