Summary,Processed Summaries,Sentiment Scores,Compound Score
"AI may contribute as much as $15.7 trillion to the global economy within seven years. With so much money up for grabs, here are the likely winners.","['may', 'contribute', 'much', 'trillion', 'global', 'economy', 'within', 'seven', 'year', 'much', 'money', 'grab', 'likely', 'winner']","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5859}",0.5859
"Launched in 2020, previous cohorts of the programme focused on addressing issues in food safety, livelihood, education, sustainability, and skilling ...","['launched', 'previous', 'cohort', 'programme', 'focused', 'addressing', 'issue', 'food', 'safety', 'livelihood', 'education', 'sustainability', 'skilling']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7717}",0.7717
"foundit, Microsoft collaborate to bridge gap between freshers and ... The Financial Express ...","['foundit', 'microsoft', 'collaborate', 'bridge', 'gap', 'fresher', 'financial', 'express']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Ensurge Micropower ASA ( ""Ensurge"" or the ""Company"" ) and SpareBank 1 Markets have the pleasure of inviting you to an introduction and Q&A session with the newly elected Chair of the Board of the Company, Terje Rogne, on Monday 5 June at 11:00 am CEST.","['ensurge', 'micropower', 'asa', 'ensurge', 'company', 'sparebank', 'market', 'pleasure', 'inviting', 'introduction', 'session', 'newly', 'elected', 'chair', 'board', 'company', 'terje', 'rogne', 'monday', 'june', 'cest']","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7184}",0.7184
"The tech giant is riding several secular tailwinds in areas such as gaming, cloud computing, and artificial intelligence.","['tech', 'giant', 'riding', 'several', 'secular', 'tailwind', 'area', 'gaming', 'cloud', 'computing', 'artificial', 'intelligence']","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767
"Despite Nvidia Corp's NVDA AI moat, companies developing their AI models are migrating towards custom chips to curtail costs and tackle compatibility issues and supply crises. Alphabet Inc GOOG GOOGL Google is on its fourth iteration of its in-house Tensor Processing Unit ( TPU ) .","['despite', 'nvidia', 'corp', 'nvda', 'moat', 'company', 'developing', 'model', 'migrating', 'towards', 'custom', 'chip', 'curtail', 'cost', 'tackle', 'compatibility', 'issue', 'supply', 'crisis', 'alphabet', 'inc', 'goog', 'googl', 'google', 'fourth', 'iteration', 'tensor', 'processing', 'unit', 'tpu']","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.6249}",-0.6249
Share repurchase programs are very popular with investors -- especially one of the world's best.,"['share', 'repurchase', 'program', 'popular', 'investor', 'especially', 'one', 'world', 'best']","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.8578}",0.8578
Credit Suisse boosted the price target for Microsoft Corp MSFT from $350 to $420. Credit Suisse analyst Sami Badri maintained the stock with an Outperform rating. Microsoft shares fell 0.5% to close at $331.21 on Tuesday. JP Morgan raised the price target for Chevron Corporation CVX from $161 to ...,"['credit', 'suisse', 'boosted', 'price', 'target', 'microsoft', 'corp', 'msft', 'credit', 'suisse', 'analyst', 'sami', 'badri', 'maintained', 'stock', 'outperform', 'rating', 'microsoft', 'share', 'fell', 'close', 'tuesday', 'morgan', 'raised', 'price', 'target', 'chevron', 'corporation', 'cvx']","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.836}",0.836
"ARway.ai ( ""ARway"" or the ""Company"" ) ( CSE:ARWY ) ( OTCQB:ARWYF ) ( FSE:E65 ) is an AI powered Augmented Reality Experience platform with a disruptive no-code, no beacon spatial computing solution enabled by visual marker tracking with centimeter precision announces the compatibility between ...","['arway', 'company', 'cse', 'arwy', 'otcqb', 'arwyf', 'fse', 'powered', 'augmented', 'reality', 'experience', 'platform', 'disruptive', 'beacon', 'spatial', 'computing', 'solution', 'enabled', 'visual', 'marker', 'tracking', 'centimeter', 'precision', 'announces', 'compatibility']","{'neg': 0.083, 'neu': 0.833, 'pos': 0.083, 'compound': 0.0}",0.0
"• It's one of a handful of US companies, including Apple, Microsoft, and Amazon, to reach that level. • The explosion of interest in ChatGPT and AI has fueled Nvidia's stock market surge this year. Nvidia made it into the $1 trillion club on Tuesday after its share price surged.","['one', 'handful', 'company', 'including', 'apple', 'microsoft', 'amazon', 'reach', 'level', 'explosion', 'interest', 'chatgpt', 'fueled', 'nvidia', 'stock', 'market', 'surge', 'year', 'nvidia', 'made', 'trillion', 'club', 'tuesday', 'share', 'price', 'surged']","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7184}",0.7184
