Summary,Processed Summaries,Sentiment Scores,Compound Score
"""We will continue to offer a range of Surface-branded PC Accessories - including mice, keyboards, pens, docks, adaptive accessories, and more. Existing Microsoft branded PC accessories like mice, keyboards, and webcams will continue to be sold in existing markets at existing sell-in prices while ...","['continue', 'offer', 'range', 'accessory', 'including', 'mouse', 'keyboard', 'pen', 'dock', 'adaptive', 'accessory', 'existing', 'microsoft', 'branded', 'accessory', 'like', 'mouse', 'keyboard', 'webcam', 'continue', 'sold', 'existing', 'market', 'existing', 'price']","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612
The companies talking about artificial intelligence today aren't likely to be the biggest winners in the future.,"['company', 'talking', 'artificial', 'intelligence', 'today', 'likely', 'biggest', 'winner', 'future']","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7845}",0.7845
These three things are really central to its future.,"['three', 'thing', 'really', 'central', 'future']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Microsoft Corporation MSFT announced a new artificial intelligence-powered assistant for its 365 applications last month. What Happened: The Redmond, Washington-based company is testing the ""power of next-generation AI"" with Microsoft 365 Copilot with ""select commercial customers.""","['microsoft', 'corporation', 'msft', 'announced', 'new', 'artificial', 'assistant', 'application', 'last', 'month', 'happened', 'redmond', 'company', 'testing', 'power', 'microsoft', 'copilot', 'select', 'commercial', 'customer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Microsoft's cloud business is booming, but its gaming segment faces a big setback.","['microsoft', 'cloud', 'business', 'booming', 'gaming', 'segment', 'face', 'big', 'setback']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Microsoft and Alphabet just shocked Wall Street.,"['microsoft', 'alphabet', 'shocked', 'wall', 'street']","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182
"Earnings season is here, and Big Tech is showing some much-wanted signs of positivity. Microsoft ( NASDAQ: MSFT ) and Alphabet ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) both reported first-quarter results, and investors seemed pleased.","['earnings', 'season', 'big', 'tech', 'showing', 'sign', 'positivity', 'microsoft', 'nasdaq', 'msft', 'alphabet', 'nasdaq', 'goog', 'nasdaq', 'googl', 'reported', 'result', 'investor', 'seemed', 'pleased']","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.7351}",0.7351
Large U.S. technology companies are powering the broader stock market higher and vindicating many growth-stock investors who got burned in tech shares' tumble last year.,"['large', 'technology', 'company', 'powering', 'broader', 'stock', 'market', 'higher', 'vindicating', 'many', 'investor', 'got', 'burned', 'tech', 'share', 'tumble', 'last', 'year']","{'neg': 0.103, 'neu': 0.788, 'pos': 0.108, 'compound': 0.0258}",0.0258
Amazon remains squarely focused on the long term.,"['amazon', 'remains', 'squarely', 'focused', 'long', 'term']","{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.5106}",0.5106
"Artificial intelligence is the biggest buzzword on the market today, and there are a lot of ways to invest in this area of growth. But the biggest winners dominating the discussion today might not be names like NVIDIA ( NASDAQ: NVDA ) and Microsoft ( NASDAQ: MSFT ) but rather companies that ...","['artificial', 'intelligence', 'biggest', 'buzzword', 'market', 'today', 'lot', 'way', 'invest', 'area', 'growth', 'biggest', 'winner', 'dominating', 'discussion', 'today', 'might', 'name', 'like', 'nvidia', 'nasdaq', 'nvda', 'microsoft', 'nasdaq', 'msft', 'rather', 'company']","{'neg': 0.061, 'neu': 0.608, 'pos': 0.331, 'compound': 0.8689}",0.8689
"Microsoft ( NASDAQ: MSFT ) recently impressed investors with quarterly numbers that easily beat analysts' expectations. The bulls rushed back to the stock, and it's risen nearly 30% this year against the S&P 500's 8% gain.","['microsoft', 'nasdaq', 'msft', 'recently', 'impressed', 'investor', 'quarterly', 'number', 'easily', 'beat', 'analyst', 'expectation', 'bull', 'rushed', 'back', 'stock', 'risen', 'nearly', 'year', 'gain']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8481}",0.8481
4 Tech Giants Mentioned AI 168 Times on First-Quarter Earnings Calls - Business Insider ...,"['tech', 'giant', 'mentioned', 'time', 'earnings', 'call', 'business', 'insider']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Big tech companies are getting in line to boost their efficiency as economic worries come to a head in 2023. Artificial intelligence ( AI ) , it seems, is the key. Human workers are out of favor and the AI bots are in as computing technology eyes the next wave of growth.","['big', 'tech', 'company', 'getting', 'line', 'boost', 'efficiency', 'economic', 'worry', 'come', 'head', 'artificial', 'intelligence', 'seems', 'key', 'human', 'worker', 'favor', 'bot', 'computing', 'technology', 'eye', 'next', 'wave', 'growth']","{'neg': 0.082, 'neu': 0.535, 'pos': 0.383, 'compound': 0.8658}",0.8658
"Artificial intelligence was a hot topic for some of the biggest tech leaders in the country during their first-quarter earnings calls last week, a report found.","['artificial', 'intelligence', 'hot', 'topic', 'biggest', 'tech', 'leader', 'country', 'earnings', 'call', 'last', 'week', 'report', 'found']","{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.4767}",0.4767
"The breakout moment for AI is here, and these are the companies ready to capitalize on it.","['breakout', 'moment', 'company', 'ready', 'capitalize']","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612
Nvidia and Microsoft can work wonders for your investment portfolio in the long run.,"['nvidia', 'microsoft', 'work', 'wonder', 'investment', 'portfolio', 'long', 'run']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"But that's OK. You can make time work for you. Investing in the stock market is all about time, patience, and persistence. And no, I'm not talking about timing the market. As any seasoned investor will tell you, market timing is a gamble at best. The better approach is to have a long-term mindset ...","['make', 'time', 'work', 'investing', 'stock', 'market', 'time', 'patience', 'persistence', 'talking', 'timing', 'market', 'seasoned', 'investor', 'tell', 'market', 'timing', 'gamble', 'best', 'better', 'approach', 'mindset']","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7964}",0.7964
Top 10 gainers: Tech companies with the maximum growth in ... The Financial Express ...,"['top', 'gainer', 'tech', 'company', 'maximum', 'growth', 'financial', 'express']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.5267}",0.5267
"At the dawn of the artificial intelligence era, big tech looks to get the party started.","['dawn', 'artificial', 'intelligence', 'era', 'big', 'tech', 'look', 'get', 'party', 'started']","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003
"E-commerce, cloud services, and increasingly advertising giant Amazon ( NASDAQ: AMZN ) just reported earnings, and there were three specific things that Motley Fool contributors Jason Hall and Jeff Santoro noted in the filing and on the earnings call.","['cloud', 'service', 'increasingly', 'advertising', 'giant', 'amazon', 'nasdaq', 'amzn', 'reported', 'earnings', 'three', 'specific', 'thing', 'motley', 'fool', 'contributor', 'jason', 'hall', 'jeff', 'santoro', 'noted', 'filing', 'earnings', 'call']","{'neg': 0.109, 'neu': 0.827, 'pos': 0.064, 'compound': -0.296}",-0.296
"In a blog post on Thursday, former hedge fund manager Whitney Tilson, who runs investment advisory firm Empire Financial, recently highlighted a stock that has nearly all the traits of a ""buy and hold."" The investor was referring to Amazon, Inc. AMZN, which reported its quarterly results late ...","['blog', 'post', 'thursday', 'former', 'hedge', 'fund', 'manager', 'whitney', 'tilson', 'run', 'investment', 'advisory', 'firm', 'empire', 'financial', 'recently', 'highlighted', 'stock', 'nearly', 'trait', 'buy', 'hold', 'investor', 'referring', 'amazon', 'amzn', 'reported', 'quarterly', 'result', 'late']","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.1779}",0.1779
All three of the three cloud services giants provided quarterly updates last week. One key trend was apparent: Alphabet's ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) Google Cloud and Microsoft's ( NASDAQ: MSFT ) Azure are gaining ground on Amazon ( NASDAQ: AMZN ) Web Services ( AWS ) .,"['three', 'three', 'cloud', 'service', 'giant', 'provided', 'quarterly', 'update', 'last', 'week', 'one', 'key', 'trend', 'apparent', 'alphabet', 'nasdaq', 'goog', 'nasdaq', 'googl', 'google', 'cloud', 'microsoft', 'nasdaq', 'msft', 'azure', 'gaining', 'ground', 'amazon', 'nasdaq', 'amzn', 'web', 'service', 'aws']","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.5423}",0.5423
"Microsoft co-founder Bill Gates shared a plan to outsmart the ""world's deadliest animal"" in August 2022. What Happened: Gates wrote on his blog about a building in Medellín, Colombia, where scientists are breeding ""millions and millions"" of mosquitoes.","['microsoft', 'bill', 'gate', 'shared', 'plan', 'outsmart', 'world', 'deadliest', 'animal', 'august', 'happened', 'gate', 'wrote', 'blog', 'building', 'medellín', 'colombia', 'scientist', 'breeding', 'million', 'million', 'mosquito']","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.34}",0.34
Chinese hackers outnumber FBI cyber staff 50 to one: FBI director ... Business Standard ...,"['chinese', 'hacker', 'outnumber', 'fbi', 'cyber', 'staff', 'one', 'fbi', 'director', 'business', 'standard']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Artificial intelligence ( AI ) is getting a lot of attention this current earnings season. The race is on among America's largest technology companies to see who can most effectively implement the technology.,"['artificial', 'intelligence', 'getting', 'lot', 'attention', 'current', 'earnings', 'season', 'race', 'among', 'america', 'largest', 'technology', 'company', 'see', 'effectively', 'implement', 'technology']","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}",0.7184
Artificial intelligence ( AI ) is getting a lot of attention this current earnings season. The race is on among America's largest technology companies to see who can most effectively implement the technology.,"['artificial', 'intelligence', 'getting', 'lot', 'attention', 'current', 'earnings', 'season', 'race', 'among', 'america', 'largest', 'technology', 'company', 'see', 'effectively', 'implement', 'technology']","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}",0.7184
"Artificial intelligence ( AI ) is having a breakout moment. Thought leaders across multiple industries have noted that AI is currently at an inflection point and will change how people and organizations work from this point on. Moreover, AI-related stocks have been some of the best performers ...","['artificial', 'intelligence', 'breakout', 'moment', 'thought', 'leader', 'across', 'multiple', 'industry', 'noted', 'currently', 'inflection', 'point', 'change', 'people', 'organization', 'work', 'point', 'moreover', 'stock', 'best', 'performer']","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.8074}",0.8074
"The U.S. economy is grappling with several challenges such as rising inflation, increasing interest rates, and worsening S&P 500 earnings estimates. In an inflationary economic environment, it makes sense for retail investors to invest money in the stock market instead of parking it in cash.","['economy', 'grappling', 'several', 'challenge', 'rising', 'inflation', 'increasing', 'interest', 'rate', 'worsening', 'earnings', 'estimate', 'inflationary', 'economic', 'environment', 'make', 'sense', 'retail', 'investor', 'invest', 'money', 'stock', 'market', 'instead', 'parking', 'cash']","{'neg': 0.099, 'neu': 0.759, 'pos': 0.142, 'compound': 0.0772}",0.0772
"Alphabet stock trades at an attractive price, especially with the interest around AI heating up.","['alphabet', 'stock', 'trade', 'attractive', 'price', 'especially', 'interest', 'around', 'heating']","{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.7346}",0.7346
Earnings reports from the leading cloud infrastructure companies showed that businesses continue to look for ways to trim their spending.,"['earnings', 'report', 'leading', 'cloud', 'infrastructure', 'company', 'showed', 'business', 'continue', 'look', 'way', 'trim', 'spending']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Ready to take your investing game to the next level? Learn how time can be your greatest asset.,"['ready', 'take', 'investing', 'game', 'next', 'level', 'learn', 'time', 'greatest', 'asset']","{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.8481}",0.8481
Alphabet still trades at a discount to its peers. Here's how it could change that.,"['alphabet', 'still', 'trade', 'discount', 'peer', 'could', 'change']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"The market gave a mixed response to the first-quarter results that Alphabet ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) reported after the bell on Tuesday. While the company beat estimates on the top and bottom lines, its stock fell Wednesday before getting a bump in sympathy with rival Meta Platforms on ...","['market', 'gave', 'mixed', 'response', 'result', 'alphabet', 'nasdaq', 'goog', 'nasdaq', 'googl', 'reported', 'bell', 'tuesday', 'company', 'beat', 'estimate', 'top', 'bottom', 'line', 'stock', 'fell', 'wednesday', 'getting', 'bump', 'sympathy', 'rival', 'meta', 'platform']","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5106}",0.5106
"The market gave a mixed response to the first-quarter results that Alphabet ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) reported after the bell on Tuesday. While the company beat estimates on the top and bottom lines, its stock fell Wednesday before getting a bump in sympathy with rival Meta Platforms on ...","['market', 'gave', 'mixed', 'response', 'result', 'alphabet', 'nasdaq', 'goog', 'nasdaq', 'googl', 'reported', 'bell', 'tuesday', 'company', 'beat', 'estimate', 'top', 'bottom', 'line', 'stock', 'fell', 'wednesday', 'getting', 'bump', 'sympathy', 'rival', 'meta', 'platform']","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5106}",0.5106
How to Use ChatGPT to Get Better at Microsoft Excel - Business Insider ...,"['use', 'chatgpt', 'get', 'better', 'microsoft', 'excel', 'business', 'insider']","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7096}",0.7096
"The Artificial Intelligence ( AI ) sector has experienced an extraordinary expansion and metamorphosis in recent years. This has been driven by notable innovations in machine learning, deep learning, natural language processing, and computer vision.","['artificial', 'intelligence', 'sector', 'experienced', 'extraordinary', 'expansion', 'metamorphosis', 'recent', 'year', 'driven', 'notable', 'innovation', 'machine', 'learning', 'deep', 'learning', 'natural', 'language', 'processing', 'computer', 'vision']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8481}",0.8481
"Benzinga examined the prospects for many investors' favorite stocks over the last week - here's a look at some of our top stories. The three major indexes had a strong finish, as the Dow, S&P 500, and Nasdaq all posted gains for the week and month.","['benzinga', 'examined', 'prospect', 'many', 'investor', 'favorite', 'stock', 'last', 'week', 'look', 'top', 'story', 'three', 'major', 'index', 'strong', 'finish', 'dow', 'nasdaq', 'posted', 'gain', 'week', 'month']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9136}",0.9136
Dow Jones Futures: Market Rally Eyes 2023 Highs. First Republic ... Investor's Business Daily ...,"['dow', 'jones', 'future', 'market', 'rally', 'eye', 'high', 'first', 'republic', 'investor', 'business', 'daily']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
With earnings now beating expectations some on Wall Street are making another argument why stocks have to go lower. The recent futures data indicates extremely high short levels last seen in early 2019. The Viper's Report Tom Aspray thinks you should not ignore this data.,"['earnings', 'beating', 'expectation', 'wall', 'street', 'making', 'another', 'argument', 'stock', 'lower', 'recent', 'future', 'data', 'indicates', 'extremely', 'high', 'short', 'level', 'last', 'seen', 'early', 'viper', 'report', 'tom', 'aspray', 'think', 'ignore', 'data']","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.8481}",-0.8481
"Under Thomas Kurian, Google's cloud unit has focused on adding big clients and improving data center efficiency ...","['thomas', 'kurian', 'google', 'cloud', 'unit', 'focused', 'adding', 'big', 'client', 'improving', 'data', 'center', 'efficiency']","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7845}",0.7845
"If you've missed out on this market's roughly 6% gain this year, don't worry.","['missed', 'market', 'roughly', 'gain', 'year', 'worry']","{'neg': 0.443, 'neu': 0.261, 'pos': 0.296, 'compound': -0.1779}",-0.1779
Big Tech Hiring Will Get Hit by AI - Business Insider ...,"['big', 'tech', 'hiring', 'get', 'hit', 'business', 'insider']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Since ChatGPT captured headlines late last year, workers have taken to the anonymous networking site Blind to question whether AI will make their jobs obsolete.","['since', 'chatgpt', 'captured', 'headline', 'late', 'last', 'year', 'worker', 'taken', 'anonymous', 'networking', 'site', 'blind', 'question', 'whether', 'make', 'job', 'obsolete']","{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.5994}",-0.5994
"How to use ChatGPT to improve your Microsoft Excel skills, from ... - Business Insider Africa ...","['use', 'chatgpt', 'improve', 'microsoft', 'excel', 'skill', 'business', 'insider', 'africa']","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7096}",0.7096
