Summary,Processed Summaries,Sentiment Scores,Compound Score
Now is the time to begin building or increasing your stake.,"['time', 'begin', 'building', 'increasing', 'stake']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
The software giant gave investors a mixed update heading into the final quarter of 2022.,"['software', 'giant', 'gave', 'investor', 'mixed', 'update', 'heading', 'final', 'quarter']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"The most comprehensive accounts payable automation integration for Microsoft Dynamics 365 Business Central. MOUNTAIN VIEW, Calif., Nov. 30, 2022 /PRNewswire/ -- , the industry-leading Accounts Payable ( AP ) Automation software, today announces its integration for both cloud and on-premise ...","['comprehensive', 'account', 'payable', 'automation', 'integration', 'microsoft', 'dynamic', 'business', 'central', 'mountain', 'view', 'account', 'payable', 'automation', 'software', 'today', 'announces', 'integration', 'cloud']","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574
"Reed Hastings, co-founder and co-CEO of Netflix Inc NFLX, provided thoughts on a wide range of topics Wednesday afternoon at the DealBook Summit. He even touched on why the streaming company's stock is down so much from its peak.","['reed', 'hastings', 'netflix', 'inc', 'nflx', 'provided', 'thought', 'wide', 'range', 'topic', 'wednesday', 'afternoon', 'dealbook', 'summit', 'even', 'touched', 'streaming', 'company', 'stock', 'much', 'peak']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Daniel Ek says app companies have long been protesting Apple's policies.,"['daniel', 'say', 'app', 'company', 'long', 'protesting', 'apple', 'policy']","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215
"Cognizant (CTSH) is set to acquire Dallas, TX-based consultancy services firm, AustinCSI, which will strengthen its footprint across the telecommunications, media, technology and automotive sectors.","['cognizant', 'ctsh', 'set', 'acquire', 'dallas', 'consultancy', 'service', 'firm', 'austincsi', 'strengthen', 'footprint', 'across', 'telecommunication', 'medium', 'technology', 'automotive', 'sector']","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182
New offerings from Amazon Web Services on Tuesday highlight how far the cloud computing business has evolved beyond its roots.,"['new', 'offering', 'amazon', 'web', 'service', 'tuesday', 'highlight', 'far', 'cloud', 'computing', 'business', 'evolved', 'beyond', 'root']","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4767}",0.4767
"Over the past three months, shares of Microsoft Inc. MSFT decreased by 4.49%. When understanding a companies price change over a time period like 3 months, it could be helpful to look at its financials.","['past', 'three', 'month', 'share', 'microsoft', 'msft', 'decreased', 'understanding', 'company', 'price', 'change', 'time', 'period', 'like', 'month', 'could', 'helpful', 'look', 'financials']","{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7579}",0.7579
"FLORHAM PARK, N.J., Nov. 30, 2022 ( GLOBE NEWSWIRE ) -- Conduent Incorporated CNDT, a technology-led business process solutions company, today announced the release of its enhanced Viewpoint eDiscovery 7.5 platform with added capabilities to review data from Microsoft Teams, continuous active ...","['florham', 'park', 'globe', 'newswire', 'conduent', 'incorporated', 'cndt', 'business', 'process', 'solution', 'company', 'today', 'announced', 'release', 'enhanced', 'viewpoint', 'ediscovery', 'platform', 'added', 'capability', 'review', 'data', 'microsoft', 'team', 'continuous', 'active']","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6124}",0.6124
"Increases functionality through three powerful eDiscovery modules -- Microsoft Teams Data Capture, Continuous Active Learning and Entity Management System - that increase efficiency, save time, and minimize risk Increases functionality through three powerful eDiscovery modules -- Microsoft Teams ...","['increase', 'functionality', 'three', 'powerful', 'ediscovery', 'module', 'microsoft', 'team', 'data', 'capture', 'continuous', 'active', 'learning', 'entity', 'management', 'system', 'increase', 'efficiency', 'save', 'time', 'minimize', 'risk', 'increase', 'functionality', 'three', 'powerful', 'ediscovery', 'module', 'microsoft', 'team']","{'neg': 0.048, 'neu': 0.477, 'pos': 0.475, 'compound': 0.9501}",0.9501
