Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft Corp MSFT President dismissed the likelihood of developing super-intelligent artificial intelligence within the next 12 months. Brad Smith's comments come one year after Microsoft-backed OpenAI released AI chatbot ChatGPT, leading to widespread investment and concerns over the potential ...","['microsoft', 'corp', 'msft', 'president', 'dismissed', 'likelihood', 'developing', 'artificial', 'intelligence', 'within', 'next', 'month', 'brad', 'smith', 'comment', 'come', 'one', 'year', 'openai', 'released', 'chatbot', 'chatgpt', 'leading', 'widespread', 'investment', 'concern', 'potential']","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",0.4767
"PALO ALTO, Calif., Nov. 30, 2023 ( GLOBE NEWSWIRE ) -- Intapp INTA, a leading provider of cloud software for the global professional and financial services industry, today announced that IBB Law LLP has selected Intapp Documents to transform Microsoft SharePoint into a purpose-built document ...","['palo', 'alto', 'globe', 'newswire', 'intapp', 'inta', 'leading', 'provider', 'cloud', 'software', 'global', 'professional', 'financial', 'service', 'industry', 'today', 'announced', 'ibb', 'law', 'llp', 'selected', 'intapp', 'document', 'transform', 'microsoft', 'sharepoint', 'document']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Microsoft Corporation's MSFT Tim Stuart recently shared his excitement about the prospects of AI integration in game development, highlighting its capabilities during a Nov. 28 summit. Stuart, Xbox's CFO, expressed confidence in AI's capacity to handle tasks within game development, such as ...","['microsoft', 'corporation', 'msft', 'tim', 'stuart', 'recently', 'shared', 'excitement', 'prospect', 'integration', 'game', 'development', 'highlighting', 'capability', 'summit', 'stuart', 'xbox', 'cfo', 'expressed', 'confidence', 'capacity', 'handle', 'task', 'within', 'game', 'development']","{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.8779}",0.8779
A Microsoft executive says Xbox aims to bring its subscription service and first-party games to rival platforms. Will it happen?,"['microsoft', 'executive', 'say', 'xbox', 'aim', 'bring', 'subscription', 'service', 'game', 'rival', 'platform', 'happen']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
This is Microsoft's largest investment in the area to date.,"['microsoft', 'largest', 'investment', 'area', 'date']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Teleperformance helps clients create and modernize applications with Microsoft Azure Solutions Partner status for Data ... PR ...,"['teleperformance', 'help', 'client', 'create', 'modernize', 'application', 'microsoft', 'azure', 'solution', 'partner', 'status', 'data']","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7269}",0.7269
"Nvidia Corp NVDA stock is trading lower on Thursday, and so do its peer Advanced Micro Devices, Inc AMD and critical supplier Taiwan Semiconductor Manufacturing Company Ltd TSM.","['nvidia', 'corp', 'nvda', 'stock', 'trading', 'lower', 'thursday', 'peer', 'advanced', 'micro', 'device', 'inc', 'amd', 'critical', 'supplier', 'taiwan', 'semiconductor', 'manufacturing', 'company', 'ltd', 'tsm']","{'neg': 0.184, 'neu': 0.735, 'pos': 0.082, 'compound': -0.3612}",-0.3612
"A round which would value OpenAI at around $86 billion is back on track after Sam Altman returned to the company, offering employees a chance at liquidity.","['round', 'would', 'value', 'openai', 'around', 'billion', 'back', 'track', 'sam', 'altman', 'returned', 'company', 'offering', 'employee', 'chance', 'liquidity']","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5267}",0.5267
"Microsoft Corporation MSFT unveiled the December 2023 lineup of games for Xbox Game Pass, along with additions to the Game Pass Core library. This announcement covers the complete list for December, promising further updates in January after the holidays.","['microsoft', 'corporation', 'msft', 'unveiled', 'december', 'lineup', 'game', 'xbox', 'game', 'pas', 'along', 'addition', 'game', 'pas', 'core', 'library', 'announcement', 'cover', 'complete', 'list', 'december', 'promising', 'update', 'january', 'holiday']","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}",0.6597
"Amazon (AMZN) introduces chatbot Amazon Q, enhancing generative AI capabilities for Amazon Web Services.","['amazon', 'amzn', 'introduces', 'chatbot', 'amazon', 'enhancing', 'generative', 'capability', 'amazon', 'web', 'service']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.4767}",0.4767
"Minecraft Legends is set to receive a substantial free update across all platforms, marking the game's most significant expansion yet, announced jointly by Microsoft Corp's MSFT Xbox Game Studios and Mojang.","['minecraft', 'legend', 'set', 'receive', 'substantial', 'free', 'update', 'across', 'platform', 'marking', 'game', 'significant', 'expansion', 'yet', 'announced', 'jointly', 'microsoft', 'corp', 'msft', 'xbox', 'game', 'studio', 'mojang']","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7096}",0.7096
"Short selling has become vastly unprofitable since the broad stock market rally began in late October, according to data compiled on short positions in global exchange traded funds ( ETFs ) .","['short', 'selling', 'become', 'vastly', 'unprofitable', 'since', 'broad', 'stock', 'market', 'rally', 'began', 'late', 'october', 'according', 'data', 'compiled', 'short', 'position', 'global', 'exchange', 'traded', 'fund', 'etf']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Sam Altman not ready to spill beans on his firing - Business Insider ...,"['sam', 'altman', 'ready', 'spill', 'bean', 'firing', 'business', 'insider']","{'neg': 0.22, 'neu': 0.55, 'pos': 0.229, 'compound': 0.0258}",0.0258
