Summary,Processed Summaries,Sentiment Scores,Compound Score
"Microsoft MSFT has outperformed the market over the past 20 years by 4.91% on an annualized basis producing an average annual return of 12.03%. Currently, Microsoft has a market capitalization of $1.93 trillion.","['microsoft', 'msft', 'outperformed', 'market', 'past', 'year', 'annualized', 'basis', 'producing', 'average', 'annual', 'return', 'currently', 'microsoft', 'market', 'capitalization', 'trillion']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"ALPHARETTA, Ga., June 30, 2022 /PRNewswire/ - Alithya Group inc. ( NASDAQ: ALYA ) ( TSX: ALYA ) ( ""Alithya"" ) announced its Microsoft Dynamic practice has won the Dynamics 365 Customer Service & Field Service 2022 Microsoft Partner of the Year Award and its Training and Adoption practice, ...","['alpharetta', 'june', 'alithya', 'group', 'nasdaq', 'alya', 'tsx', 'alya', 'alithya', 'announced', 'microsoft', 'dynamic', 'practice', 'dynamic', 'customer', 'service', 'field', 'service', 'microsoft', 'partner', 'year', 'award', 'training', 'adoption', 'practice']","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8271}",0.8271
"ALPHARETTA, Ga., June 30, 2022 /CNW Telbec/ - Alithya Group inc. ( NASDAQ: ALYA ) ( TSX: ALYA ) ( ""Alithya"" ) announced its Microsoft Dynamic practice has won the Dynamics 365 Customer Service & Field Service 2022 Microsoft Partner of the Year Award and its Training and Adoption practice, ...","['alpharetta', 'june', 'alithya', 'group', 'nasdaq', 'alya', 'tsx', 'alya', 'alithya', 'announced', 'microsoft', 'dynamic', 'practice', 'dynamic', 'customer', 'service', 'field', 'service', 'microsoft', 'partner', 'year', 'award', 'training', 'adoption', 'practice']","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.8271}",0.8271
"CNBC ran a survey Thursday asking investors which technology stock they would buy first at current levels. Here's a look at the results. Microsoft Corporation MSFT: 21% Amazon.com, Inc. AMZN: 16%","['cnbc', 'ran', 'survey', 'thursday', 'asking', 'investor', 'technology', 'stock', 'would', 'buy', 'first', 'current', 'level', 'look', 'result', 'microsoft', 'corporation', 'msft', 'amzn']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"TORONTO, June 30, 2022 ( GLOBE NEWSWIRE ) -- Quisitive Technology Solutions Inc. ( ""Quisitive"" or the ""Company"" ) ( TSXV: QUIS, OTCQX: QUISF ) , a premier Microsoft solutions and payment solutions provider, today announced it has received the Microsoft United States Health and Life Sciences ...","['toronto', 'june', 'globe', 'newswire', 'quisitive', 'technology', 'solution', 'quisitive', 'company', 'tsxv', 'quis', 'otcqx', 'quisf', 'premier', 'microsoft', 'solution', 'payment', 'solution', 'provider', 'today', 'announced', 'received', 'microsoft', 'united', 'state', 'health', 'life', 'science']","{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8271}",0.8271
"China's economic slowdown and inflation-led drop in consumer spending will likely weigh on the global shipments of computers and smartphones in 2022, as per a Reuters story citing research firm Gartner. Earlier this month, Advanced Micro Devices, Inc AMD warned against a slowdown in the PC market ...","['china', 'economic', 'slowdown', 'drop', 'consumer', 'spending', 'likely', 'weigh', 'global', 'shipment', 'computer', 'smartphones', 'per', 'reuters', 'story', 'citing', 'research', 'firm', 'gartner', 'earlier', 'month', 'advanced', 'micro', 'device', 'inc', 'amd', 'warned', 'slowdown', 'market']","{'neg': 0.13, 'neu': 0.807, 'pos': 0.062, 'compound': -0.296}",-0.296
"Technavio presents a detailed picture of the market by the way of study, synthesis, and summation of data from multiple sources. The insurance software market report covers the following areas: • The market is fragmented, and the degree of fragmentation will accelerate during the forecast period.","['technavio', 'present', 'detailed', 'picture', 'market', 'way', 'study', 'synthesis', 'summation', 'data', 'multiple', 'source', 'insurance', 'software', 'market', 'report', 'cover', 'following', 'area', 'market', 'fragmented', 'degree', 'fragmentation', 'accelerate', 'forecast', 'period']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Technology for MSMEs: ""A lot of digital touchpoints today where SMBs interact with their customers made adoption of CRM solutions and productivity and collaboration tools a must,"" said Geeta Gurnani, Country Head for Modern Work business, Microsoft India at FE MSME Business Conclave 2022.","['technology', 'msmes', 'lot', 'digital', 'touchpoints', 'today', 'smbs', 'interact', 'customer', 'made', 'adoption', 'crm', 'solution', 'productivity', 'collaboration', 'tool', 'must', 'said', 'geeta', 'gurnani', 'country', 'head', 'modern', 'work', 'business', 'microsoft', 'india', 'msme', 'business', 'conclave']","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3182}",0.3182
Itron' s (ITRI) Temetra is leveraged by Australia-based Energy Queensland to read meters.,"['itron', 'itri', 'temetra', 'leveraged', 'energy', 'queensland', 'read', 'meter']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732
"Consumer prices soared 8.6% in the 12 months through May, a 40-year high.","['consumer', 'price', 'soared', 'month', 'may', 'high']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
