Summary,Processed Summaries,Sentiment Scores,Compound Score
The new Limeade for Microsoft Teams integration positively transforms the employee experience by infusing well-being into the flow of work,"['new', 'limeade', 'microsoft', 'team', 'integration', 'positively', 'transforms', 'employee', 'experience', 'infusing', 'flow', 'work']","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}",0.5267
"You can't borrow conviction, but you can steal my best idea.","['borrow', 'conviction', 'steal', 'best', 'idea']","{'neg': 0.308, 'neu': 0.288, 'pos': 0.404, 'compound': 0.25}",0.25
A button in the new version of Windows 11 will open an Edge browser window and prompt the Bing chatbot to respond to a user's query.,"['button', 'new', 'version', 'window', 'open', 'edge', 'browser', 'window', 'prompt', 'bing', 'chatbot', 'respond', 'user', 'query']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Executives at Microsoft (MSFT) announced Tuesday that the Redmond, Wash.-based company will formally incorporate artificial intelligence into its internet search business. Shares jumped 4.2%.","['executive', 'microsoft', 'msft', 'announced', 'tuesday', 'redmond', 'company', 'formally', 'incorporate', 'artificial', 'intelligence', 'internet', 'search', 'business', 'share', 'jumped']","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}",0.6486
"Looking at the year so far, Microsoft Corp MSFT has been firing up the tech sector with a stock increase of nearly 8%. What could this mean for your portfolio? Is it time to buy in and get ready to ride what could be one of 2023's hottest stocks?","['looking', 'year', 'far', 'microsoft', 'corp', 'msft', 'firing', 'tech', 'sector', 'stock', 'increase', 'nearly', 'could', 'mean', 'portfolio', 'time', 'buy', 'get', 'ready', 'ride', 'could', 'one', 'hottest', 'stock']","{'neg': 0.085, 'neu': 0.745, 'pos': 0.17, 'compound': 0.34}",0.34
"Bill Gates visits RBI office in Mumbai, holds talks with Shaktikanta ... Business Standard ...","['bill', 'gate', 'visit', 'rbi', 'office', 'mumbai', 'hold', 'talk', 'shaktikanta', 'business', 'standard']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Car manufacturers Fiat and Kia ""hope to revolutionize the car-buying experience"" by allowing customers to shop for vehicles through ChatGPT-integrated digital showrooms in the metaverse, Axios reports.","['car', 'manufacturer', 'fiat', 'kia', 'hope', 'revolutionize', 'experience', 'allowing', 'customer', 'shop', 'vehicle', 'digital', 'showroom', 'metaverse', 'axios', 'report']","{'neg': 0.199, 'neu': 0.664, 'pos': 0.137, 'compound': -0.3182}",-0.3182
"A small number of Windows Insiders - a community of Windows users who get to preview new features and provide feedback - are getting a preview of Phone Link for iOS on Windows 11 starting today, Microsoft said in a blog post.","['small', 'number', 'window', 'insider', 'community', 'window', 'user', 'get', 'preview', 'new', 'feature', 'provide', 'feedback', 'getting', 'preview', 'phone', 'link', 'io', 'window', 'starting', 'today', 'microsoft', 'said', 'blog', 'post']","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.0772
"Global tech layoffs have increased almost fivefold since mid-January, according to Layoffs.fyi.","['global', 'tech', 'layoff', 'increased', 'almost', 'fivefold', 'since', 'according']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732
"During a recent interview, Phil Spencer, the top executive of Microsoft Corp MSFT's Xbox, made a significant announcement regarding the future of the gaming company.","['recent', 'interview', 'phil', 'spencer', 'top', 'executive', 'microsoft', 'corp', 'msft', 'xbox', 'made', 'significant', 'announcement', 'regarding', 'future', 'gaming', 'company']","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.3818}",0.3818
