title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"Steve Ballmer, who started as Bill Gates' assistant, is the 5th-richest person in the world | Business",https://www.cnn.com/2023/10/31/tech/steve-ballmer-bill-gates-billionaires/index.html,20231031T162100,['Catherine Thorbecke'],"Steve Ballmer, who started as Bill Gates' assistant, is the 5th-richest person in the world ...","https://media.cnn.com/api/v1/images/stellar/prod/140530080057-ballmer-background-00011910.jpg?q=w_1280,h_720,x_0,y_0,c_fill/w_850",CNN,Economy,www.cnn.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.200677,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.708701', 'ticker_sentiment_score': '0.345698', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Is Microsoft About to Overtake Apple as the World's Most Valuable Company?,https://www.fool.com/investing/2023/10/31/is-microsoft-to-overtake-apple-as-valuable-company/,20231031T111500,['Anthony Di Pizio'],Less than $200 billion separates these multitrillion-dollar tech giants.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F752788%2Fappleandmicrosoftmarketcaps.png&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.990786'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.19453,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.675485', 'ticker_sentiment_score': '0.33306', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.039289', 'ticker_sentiment_score': '0.028569', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.569407', 'ticker_sentiment_score': '0.106121', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GS', 'relevance_score': '0.039289', 'ticker_sentiment_score': '0.102653', 'ticker_sentiment_label': 'Neutral'}]"
Are You a Growth Investor? This 1 Stock Could Be the Perfect Pick,https://www.zacks.com/stock/news/2175431/are-you-a-growth-investor-this-1-stock-could-be-the-perfect-pick,20231031T134507,['Zacks Equity Research'],"Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.",https://staticx-tuner.zacks.com/images/default_article_images/default45.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}]",0.431897,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.622414', 'ticker_sentiment_score': '0.471815', 'ticker_sentiment_label': 'Bullish'}]"
"Microsoft and Siemens Innovate Manufacturing with AI-Powered Assistant and Industrial Metaverse Integration - Microsoft  ( NASDAQ:MSFT ) , Siemens  ( OTC:SIEGY ) ",https://www.benzinga.com/news/23/10/35516513/microsoft-and-siemens-innovate-manufacturing-with-ai-powered-assistant-and-industrial-metaverse-inte,20231031T162924,['Anusuya Lahiri'],"Microsoft Corp MSFT and Siemens AG SIEGY are deepening their partnership by bringing the benefits of generative AI to industries worldwide. As a first step, the companies are introducing Siemens Industrial Copilot, an AI-powered jointly developed assistant to improve human-machine collaboration ...",https://cdn.benzinga.com/files/images/story/2023/10/31/ai-photo_by_colin_behrens_from_pixabay.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.187829,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.592095', 'ticker_sentiment_score': '0.138531', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SCFLF', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.248289', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SMAWF', 'relevance_score': '0.163909', 'ticker_sentiment_score': '0.169177', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Microsoft's AI News Poll Ticks Off UK Newspaper,https://www.thedailyupside.com/technology/artificial-intelligence/microsofts-ai-news-poll-ticks-off-uk-newspaper/,20231031T221033,['Isobel Asher Hamilton'],"What if instead of being deviously calculating, robots just turned out to be blazingly insensitive? You know, not end the world - just make it...",https://www.thedailyupside.com/wp-content/uploads/2023/10/2_microsoft-start-app-landing-page_11-01-23_connor-lin-1280x853.png,Motley Fool,n/a,www.thedailyupside.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.083762,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.577173', 'ticker_sentiment_score': '-0.15544', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DSSMY', 'relevance_score': '0.091162', 'ticker_sentiment_score': '-0.016997', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft releases big Windows 11 update with Copilot AI assistant included,https://www.cnbc.com/2023/10/31/microsoft-releases-windows-11-2023-update-version-23h2-with-copilot.html,20231031T170001,['Jordan Novet'],Microsoft is bringing an artificial intelligence assistant to its next-generation PC operating system. It might prove more informative than Siri on the Mac.,https://image.cnbcfm.com/api/v1/image/107304714-16953199941695319990-31288598200-1080pnbcnews.jpg?v=1695321965&w=750&h=422&vtcrop=y,CNBC,Top News,www.cnbc.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.146577,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.533937', 'ticker_sentiment_score': '0.214947', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.030602', 'ticker_sentiment_score': '0.120312', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.030602', 'ticker_sentiment_score': '-0.212098', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Siemens and Microsoft partner to push AI adoption in industrial sectors,https://cointelegraph.com/news/siemens-microsoft-ai-adoption-industrial-sectors,20231031T134703,['Savannah Fortis'],"Microsoft and Siemens revealed a new generative-AI assistant catering to professionals in the manufacturing, healthcare, transportation and infrastructure industries.","https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-10/a9a1e738-4760-4c75-93af-436a9284eb33.jpg",Cointelegraph,n/a,cointelegraph.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.155798,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.380978', 'ticker_sentiment_score': '0.201986', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SCFLF', 'relevance_score': '0.131643', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SMAWF', 'relevance_score': '0.131643', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Correction to Innofactor Plc's Inside Information published on October 31, 2023",https://www.globenewswire.com/news-release/2023/10/31/2770464/0/en/Correction-to-Innofactor-Plc-s-Inside-Information-published-on-October-31-2023.html,20231031T154500,['Innofactor Oyj'],"Innofactor Plc Inside Information, on October 31, 2023, at 17:45 Finnish time ...",https://ml-eu.globenewswire.com/Resource/Download/5c41619d-c3fa-43f1-9bc4-faa05c30ad0e,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.289189,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.318897', 'ticker_sentiment_score': '0.446484', 'ticker_sentiment_label': 'Bullish'}]"
3 No-Brainer Stocks to Buy in a Correction,https://www.fool.com/investing/2023/10/31/3-no-brainer-stocks-to-buy-in-a-correction/,20231031T140200,['Ryan Downie'],Consider buying these high-quality stocks on the dip if you get the chance.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F752574%2Fgettyimages-1058113044.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.997874'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.997405'}]",0.32623,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.314246', 'ticker_sentiment_score': '0.279948', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VEEV', 'relevance_score': '0.092036', 'ticker_sentiment_score': '0.044656', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRWD', 'relevance_score': '0.314246', 'ticker_sentiment_score': '0.264543', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Chinese tech giant Alibaba launches upgraded AI model to challenge Microsoft, Amazon",https://www.cnbc.com/2023/10/31/alibaba-launches-upgraded-ai-model-to-challenge-microsoft-amazon.html,20231031T114813,['Arjun Kharpal'],"Alibaba announced Tongyi Qianwen 2.0, its latest large language model, as the Chinese giant looks to compete with U.S. rivals like Amazon and Microsoft.",https://image.cnbcfm.com/api/v1/image/107267423-16886483572023-07-06t125254z_966888689_rc2fx1a86aej_rtrmadp_0_china-tech-ai.jpeg?v=1695720538&w=1920&h=1080,CNBC,Top News,www.cnbc.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.097761,Neutral,"[{'ticker': 'BABA', 'relevance_score': '0.704675', 'ticker_sentiment_score': '0.294624', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.272788', 'ticker_sentiment_score': '0.34018', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
