title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Nvidia and these 6 tech giants will gobble up the AI pie,https://www.marketwatch.com/story/nvidia-and-these-6-tech-giants-will-gobble-up-the-ai-pie-394390a8,20230531T112500,['Daniel Newman'],"AI may contribute as much as $15.7 trillion to the global economy within seven years. With so much money up for grabs, here are the likely winners.",https://images.mktw.net/im-747436/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.311275,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.779232', 'ticker_sentiment_score': '0.253123', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Microsoft, Accenture to empower 13 Indian startups on social impact",https://www.business-standard.com/companies/start-ups/microsoft-accenture-to-empower-13-indian-startups-on-social-impact-123053100342_1.html,20230531T075506,['Business Standard'],"Launched in 2020, previous cohorts of the programme focused on addressing issues in food safety, livelihood, education, sustainability, and skilling ...","https://bsmedia.business-standard.com/_media/bs/img/article/2022-08/21/full/1661101398-4467.jpg?im=FeatureCrop,width=826,height=465",Business Standard,Companies,www.business-standard.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.512949,Bullish,"[{'ticker': 'ACN', 'relevance_score': '0.598621', 'ticker_sentiment_score': '0.660696', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.705799', 'ticker_sentiment_score': '0.670996', 'ticker_sentiment_label': 'Bullish'}]"
"foundit, Microsoft collaborate to bridge gap between freshers and recruiters | The Financial Express",https://www.financialexpress.com/education-2/foundit-microsoft-collaborate-to-bridge-gap-between-freshers-and-recruiters/3109243/,20230531T123853,[],"foundit, Microsoft collaborate to bridge gap between freshers and ... The Financial Express ...",https://www.financialexpress.com/wp-content/uploads/2023/05/Untitled-design-2023-05-31T180717.372.jpg,The Financial Express,n/a,www.financialexpress.com,"[{'topic': 'Economy - Fiscal', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.402913,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.690077', 'ticker_sentiment_score': '0.591261', 'ticker_sentiment_label': 'Bullish'}]"
Ensurge Micropower ASA to host a Q&A session with the new Chairman of the Board,https://www.globenewswire.com/news-release/2023/05/31/2679069/0/en/Ensurge-Micropower-ASA-to-host-a-Q-A-session-with-the-new-Chairman-of-the-Board.html,20230531T080000,['Ensurge Micropower ASA'],"Ensurge Micropower ASA ( ""Ensurge"" or the ""Company"" ) and SpareBank 1 Markets have the pleasure of inviting you to an introduction and Q&A session with the newly elected Chair of the Board of the Company, Terje Rogne, on Monday 5 June at 11:00 am CEST.",https://ml-eu.globenewswire.com/Resource/Download/b466945f-1e07-4d71-b797-b2d5361af71d,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.287875,Somewhat-Bullish,"[{'ticker': 'ESGI', 'relevance_score': '0.930964', 'ticker_sentiment_score': '0.48092', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.636698', 'ticker_sentiment_score': '0.444628', 'ticker_sentiment_label': 'Bullish'}]"
3 Reasons to Buy Microsoft Stock Before It Skyrockets,https://www.fool.com/investing/2023/05/31/3-reasons-to-buy-microsoft-stock-before-it-skyrock/,20230531T143000,['Manali Bhade'],"The tech giant is riding several secular tailwinds in areas such as gaming, cloud computing, and artificial intelligence.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F734184%2Fexcited-investor-looks-at-financial-charts-on-computer.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.246067,Somewhat-Bullish,"[{'ticker': 'ATVI', 'relevance_score': '0.051111', 'ticker_sentiment_score': '-0.038999', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.51927', 'ticker_sentiment_score': '0.340178', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.051111', 'ticker_sentiment_score': '0.153961', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Nvidia Vulnerable To In-House AI Chip Production By Google, Meta, Microsoft, Amazon - NVIDIA  ( NASDAQ:NVDA ) ",https://www.benzinga.com/news/23/05/32645037/nvidia-vulnerable-to-in-house-ai-chip-production-by-google-meta-microsoft-amazon,20230531T135612,['Anusuya Lahiri'],"Despite Nvidia Corp's NVDA AI moat, companies developing their AI models are migrating towards custom chips to curtail costs and tackle compatibility issues and supply crises. Alphabet Inc GOOG GOOGL Google is on its fourth iteration of its in-house Tensor Processing Unit ( TPU ) .",https://cdn.benzinga.com/files/images/story/2023/05/31/nvda.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.04684,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.44622', 'ticker_sentiment_score': '0.089278', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.44622', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.306963', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.570165', 'ticker_sentiment_score': '0.006943', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.306963', 'ticker_sentiment_score': '0.082777', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.306963', 'ticker_sentiment_score': '0.082777', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ASCCF', 'relevance_score': '0.156461', 'ticker_sentiment_score': '0.083706', 'ticker_sentiment_label': 'Neutral'}]"
"Apple, Alphabet, Meta, and Microsoft Have All Done Major Share Buybacks This Year -- Should You Join Them?",https://www.fool.com/investing/2023/05/31/apple-alphabet-meta-microsoft-share-buybacks-year/,20230531T091500,['Anthony Di Pizio'],Share repurchase programs are very popular with investors -- especially one of the world's best.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F734120%2Fa-close-up-photo-of-a-black-and-white-share-certificate.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",0.260214,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.33433', 'ticker_sentiment_score': '0.128143', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.146916', 'ticker_sentiment_score': '0.061315', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.195025', 'ticker_sentiment_score': '0.126548', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.50287', 'ticker_sentiment_score': '0.302976', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.049221', 'ticker_sentiment_score': '0.161551', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Microsoft To Rally Around 27%? Here Are 10 Other Analyst Forecasts For Wednesday - AvalonBay Communities  ( NYSE:AVB ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/news/23/05/32646211/microsoft-to-rally-around-27-here-are-10-other-analyst-forecasts-for-wednesday,20230531T125112,['Lisa Levin'],Credit Suisse boosted the price target for Microsoft Corp MSFT from $350 to $420. Credit Suisse analyst Sami Badri maintained the stock with an Outperform rating. Microsoft shares fell 0.5% to close at $331.21 on Tuesday. JP Morgan raised the price target for Chevron Corporation CVX from $161 to ...,https://cdn.benzinga.com/files/images/story/2023/05/31/microsoft_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.142857'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.142857'}, {'topic': 'Technology', 'relevance_score': '0.142857'}, {'topic': 'Finance', 'relevance_score': '0.142857'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.142857'}, {'topic': 'Financial Markets', 'relevance_score': '0.999941'}, {'topic': 'Manufacturing', 'relevance_score': '0.142857'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.142857'}]",0.224323,Somewhat-Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.28664', 'ticker_sentiment_score': '-0.099943', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.193465', 'ticker_sentiment_score': '-0.041124', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVX', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.300382', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PLMR', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.400385', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.222823', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'HPQ', 'relevance_score': '0.193465', 'ticker_sentiment_score': '-0.073901', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XYL', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.542075', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GS', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.216848', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AVB', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.282813', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVT', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.292592', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.28664', 'ticker_sentiment_score': '0.450396', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'LXRX', 'relevance_score': '0.28664', 'ticker_sentiment_score': '-0.056105', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SEE', 'relevance_score': '0.28664', 'ticker_sentiment_score': '-0.181799', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'BCS', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.209369', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.194897', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Nextech3D.ai Launches The Public Company CEO Experience Podcast,https://investingnews.com/nextech3d-ai-launches-the-public-company-ceo-experience-podcast-may-2023/,20230531T185523,[],"ARway.ai ( ""ARway"" or the ""Company"" ) ( CSE:ARWY ) ( OTCQB:ARWYF ) ( FSE:E65 ) is an AI powered Augmented Reality Experience platform with a disruptive no-code, no beacon spatial computing solution enabled by visual marker tracking with centimeter precision announces the compatibility between ...",https://investingnews.com/media-library/arway-cse-arwy.png?id=33283260&width=1200&height=600&coordinates=0%2C18%2C0%2C19,Investing News Network,n/a,investingnews.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.344868,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.282234', 'ticker_sentiment_score': '0.115917', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ARWYF', 'relevance_score': '0.530253', 'ticker_sentiment_score': '0.180175', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Nvidia has AI to thank for entering the $1 trillion club,https://markets.businessinsider.com/news/stocks/nvidia-trillion-dollar-valuation-ai-jensen-huang-apple-amazon-microsoft-2023-5,20230531T125735,['George Glover'],"• It's one of a handful of US companies, including Apple, Microsoft, and Amazon, to reach that level. • The explosion of interest in ChatGPT and AI has fueled Nvidia's stock market surge this year. Nvidia made it into the $1 trillion club on Tuesday after its share price surged.",https://i.insider.com/647712c9085acb0018fef61d?width=1200&format=jpeg,Business Insider,GoogleRSS,markets.businessinsider.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.77141'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.231856,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.19117', 'ticker_sentiment_score': '0.171831', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.096283', 'ticker_sentiment_score': '0.07988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.532043', 'ticker_sentiment_score': '0.290724', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.096283', 'ticker_sentiment_score': '0.07988', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FHI', 'relevance_score': '0.096283', 'ticker_sentiment_score': '0.160358', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
