title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"Down Over 25% in 2022, This FAANG Stock Is a No-Brainer Investment",https://www.fool.com/investing/2022/11/30/down-over-25-in-2022-this-faang-stock-is-a-no-brai/,20221130T132900,['Stefon Walters'],Now is the time to begin building or increasing your stake.,https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.995973'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}]",0.093501,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.581383', 'ticker_sentiment_score': '0.08437', 'ticker_sentiment_label': 'Neutral'}]"
1 Green Flag for Microsoft Stock in 2022 and 1 Red Flag,https://www.fool.com/investing/2022/11/30/1-green-flag-for-microsoft-stock-in-2022-and-1-red/,20221130T123900,['Demitri Kalogeropoulos'],The software giant gave investors a mixed update heading into the final quarter of 2022.,https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",0.095947,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.425541', 'ticker_sentiment_score': '0.256724', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CURN', 'relevance_score': '0.063933', 'ticker_sentiment_score': '0.107798', 'ticker_sentiment_label': 'Neutral'}]"
Stampli Announces Seamless Integration with Microsoft Dynamics 365 Business Central,https://www.prnewswire.com/news-releases/stampli-announces-seamless-integration-with-microsoft-dynamics-365-business-central-301689210.html,20221130T170000,['Stampli'],"The most comprehensive accounts payable automation integration for Microsoft Dynamics 365 Business Central. MOUNTAIN VIEW, Calif., Nov. 30, 2022 /PRNewswire/ -- , the industry-leading Accounts Payable ( AP ) Automation software, today announces its integration for both cloud and on-premise ...",https://mma.prnewswire.com/media/1665057/STAMPLI_ID_V_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.545838,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.341857', 'ticker_sentiment_score': '0.360693', 'ticker_sentiment_label': 'Bullish'}]"
Why Is Netflix Stock Down So Much From Its Peak? CEO Reed Hastings Has A Scary Thought - Netflix  ( NASDAQ:NFLX ) ,https://www.benzinga.com/trading-ideas/long-ideas/22/11/29913520/why-is-netflix-stock-down-so-much-from-its-peak-ceo-reed-hastings-has-a-scary-thought,20221130T210950,['Adam Eckert'],"Reed Hastings, co-founder and co-CEO of Netflix Inc NFLX, provided thoughts on a wide range of topics Wednesday afternoon at the DealBook Summit. He even touched on why the streaming company's stock is down so much from its peak.",https://cdn.benzinga.com/files/images/story/2022/11/30/17198940389_3a23946af3_k.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",-0.142825,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.306963', 'ticker_sentiment_score': '0.013643', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.852206', 'ticker_sentiment_score': '-0.291247', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NYT', 'relevance_score': '0.104683', 'ticker_sentiment_score': '-0.196854', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.207571', 'ticker_sentiment_score': '0.075412', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.207571', 'ticker_sentiment_score': '0.075412', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.306963', 'ticker_sentiment_score': '-0.092468', 'ticker_sentiment_label': 'Neutral'}]"
Spotify CEO joins Elon Musk in calling out Apple for 'shameless ... bullying',https://www.marketwatch.com/story/spotify-ceo-joins-elon-musk-in-calling-out-apple-for-shameless-bullying-11669830361,20221130T174600,['Jon Swartz'],Daniel Ek says app companies have long been protesting Apple's policies.,https://images.mktw.net/im-476856/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",-0.190569,Somewhat-Bearish,"[{'ticker': 'MSFT', 'relevance_score': '0.2872', 'ticker_sentiment_score': '-0.078452', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.730535', 'ticker_sentiment_score': '-0.446074', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'TSLA', 'relevance_score': '0.2872', 'ticker_sentiment_score': '-0.078452', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.642555', 'ticker_sentiment_score': '-0.394646', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'DSSMY', 'relevance_score': '0.146025', 'ticker_sentiment_score': '-0.047266', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:JPY', 'relevance_score': '0.146025', 'ticker_sentiment_score': '-0.047266', 'ticker_sentiment_label': 'Neutral'}]"
Cognizant  ( CTSH )  Set to Acquire Consultancy Firm AustinCSI,https://www.zacks.com/stock/news/2023752/cognizant-ctsh-set-to-acquire-consultancy-firm-austincsi,20221130T162100,['Zacks Investment Research'],"Cognizant (CTSH) is set to acquire Dallas, TX-based consultancy services firm, AustinCSI, which will strengthen its footprint across the telecommunications, media, technology and automotive sectors.",https://staticx-tuner.zacks.com/images/articles/main/5b/2246.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.967645'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.252491,Somewhat-Bullish,"[{'ticker': 'LBTYA', 'relevance_score': '0.057907', 'ticker_sentiment_score': '0.100022', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.283542', 'ticker_sentiment_score': '0.207382', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CTSH', 'relevance_score': '0.283542', 'ticker_sentiment_score': '0.272403', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VOD', 'relevance_score': '0.057907', 'ticker_sentiment_score': '0.100022', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.172507', 'ticker_sentiment_score': '0.141876', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WDAY', 'relevance_score': '0.172507', 'ticker_sentiment_score': '0.193133', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Cloud computing grows up and takes on more jobs,https://www.axios.com/2022/11/30/cloud-computing-grows-up-amazon-web-services,20221130T110059,"['Ina Fried', '/authors/ina']",New offerings from Amazon Web Services on Tuesday highlight how far the cloud computing business has evolved beyond its roots.,https://images.axios.com/vdtaOwfbTi37nPPZj5ll0zPjMrQ=/0x0:1920x1080/1920x1080/2022/11/29/1669764990843.jpg?w=1920,Axios,Markets,www.axios.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.125442,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.28305', 'ticker_sentiment_score': '0.118338', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.214304', 'ticker_sentiment_score': '0.14552', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.072217', 'ticker_sentiment_score': '0.02049', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft's Debt Overview - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/news/22/11/29910008/microsofts-debt-overview,20221130T170555,['Benzinga Insights'],"Over the past three months, shares of Microsoft Inc. MSFT decreased by 4.49%. When understanding a companies price change over a time period like 3 months, it could be helpful to look at its financials.",https://cdn.benzinga.com/files/images/story/2022/movers_image_22581.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",-0.082721,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.282234', 'ticker_sentiment_score': '-0.02404', 'ticker_sentiment_label': 'Neutral'}]"
Conduent Releases Enhanced Viewpoint eDiscovery Software to Improve Document Review - Conduent  ( NASDAQ:CNDT ) ,https://www.benzinga.com/pressreleases/22/11/g29904986/conduent-releases-enhanced-viewpoint-ediscovery-software-to-improve-document-review,20221130T134500,['Globe Newswire'],"FLORHAM PARK, N.J., Nov. 30, 2022 ( GLOBE NEWSWIRE ) -- Conduent Incorporated CNDT, a technology-led business process solutions company, today announced the release of its enhanced Viewpoint eDiscovery 7.5 platform with added capabilities to review data from Microsoft Teams, continuous active ...",,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.353485,Bullish,"[{'ticker': 'CNDT', 'relevance_score': '0.525827', 'ticker_sentiment_score': '0.483801', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.279547', 'ticker_sentiment_score': '0.294583', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.047559', 'ticker_sentiment_score': '0.125729', 'ticker_sentiment_label': 'Neutral'}]"
Conduent Releases Enhanced Viewpoint eDiscovery Software to Improve Document Review,https://www.globenewswire.com/news-release/2022/11/30/2564983/0/en/Conduent-Releases-Enhanced-Viewpoint-eDiscovery-Software-to-Improve-Document-Review.html,20221130T134500,"['Conduent Business Services', 'LLC']","Increases functionality through three powerful eDiscovery modules -- Microsoft Teams Data Capture, Continuous Active Learning and Entity Management System - that increase efficiency, save time, and minimize risk Increases functionality through three powerful eDiscovery modules -- Microsoft Teams ...",https://ml.globenewswire.com/Resource/Download/c221147b-2e99-4433-b02e-35a2efb15d8d?size=1,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.364248,Bullish,"[{'ticker': 'CNDT', 'relevance_score': '0.51647', 'ticker_sentiment_score': '0.453543', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.249873', 'ticker_sentiment_score': '0.281575', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.050786', 'ticker_sentiment_score': '0.125958', 'ticker_sentiment_label': 'Neutral'}]"
