title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"40 years on, Microsoft bids adieu to mice and keyboards: Report",https://www.business-standard.com/world-news/40-years-on-microsoft-bids-adieu-to-mice-and-keyboards-report-123043000984_1.html,20230430T181124,['Business Standard'],"""We will continue to offer a range of Surface-branded PC Accessories - including mice, keyboards, pens, docks, adaptive accessories, and more. Existing Microsoft branded PC accessories like mice, keyboards, and webcams will continue to be sold in existing markets at existing sell-in prices while ...","https://bsmedia.business-standard.com/_media/bs/img/article/2021-07/12/full/1626056584-8778.jpg?im=FeatureCrop,width=826,height=465",Business Standard,GoogleRSS,www.business-standard.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.004652,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.895116', 'ticker_sentiment_score': '-0.008273', 'ticker_sentiment_label': 'Neutral'}]"
AI Winners Aren't Who You Think,https://www.fool.com/investing/2023/04/30/ai-winners-arent-who-you-think/,20230430T103000,['Travis Hoium'],The companies talking about artificial intelligence today aren't likely to be the biggest winners in the future.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F729969%2Fstock-market-crash-plunge-dollar-newspaper-invest-dow-sp-500-getty.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.231679,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.779232', 'ticker_sentiment_score': '0.463454', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.779232', 'ticker_sentiment_score': '0.463454', 'ticker_sentiment_label': 'Bullish'}]"
Amazon Earnings: 3 of the Most Important Things We Learned,https://www.fool.com/investing/amazon-earnings-3-of-the-most-important-things-we/,20230430T091100,['Jason Hall and Jeff Santoro'],These three things are really central to its future.,https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",-0.206153,Somewhat-Bearish,"[{'ticker': 'MSFT', 'relevance_score': '0.779232', 'ticker_sentiment_score': '-0.420734', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'AMZN', 'relevance_score': '0.779232', 'ticker_sentiment_score': '-0.420734', 'ticker_sentiment_label': 'Bearish'}]"
ICYMI: Microsoft Debuted An AI-Powered Copilot That Feels Like 'Clippy' On Steroids - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/news/23/03/31392513/microsoft-just-debuted-an-ai-powered-copilot-that-feels-like-clippy-on-steroids-1,20230430T093210,['Shivdeep Dhaliwal'],"Microsoft Corporation MSFT announced a new artificial intelligence-powered assistant for its 365 applications last month. What Happened: The Redmond, Washington-based company is testing the ""power of next-generation AI"" with Microsoft 365 Copilot with ""select commercial customers.""",https://cdn.benzinga.com/files/images/story/2023/03/16/hero-image-m365copilot_herobanner_wordapp_prompt_1920x1080.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.265984,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.742397', 'ticker_sentiment_score': '0.416385', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.222838', 'ticker_sentiment_score': '-0.043721', 'ticker_sentiment_label': 'Neutral'}]"
1 Green Flag and 1 Red Flag for Microsoft's Future,https://www.fool.com/investing/2023/04/30/1-green-flag-and-1-red-flag-for-microsofts-future/,20230430T133000,['Leo Sun'],"Microsoft's cloud business is booming, but its gaming segment faces a big setback.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F729985%2Fsatya-nadella-microsoft.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.195731,Somewhat-Bullish,"[{'ticker': 'ATVI', 'relevance_score': '0.208464', 'ticker_sentiment_score': '0.112423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.609676', 'ticker_sentiment_score': '0.233766', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNEJF', 'relevance_score': '0.105141', 'ticker_sentiment_score': '0.026238', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.105141', 'ticker_sentiment_score': '0.067028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.105141', 'ticker_sentiment_score': '-0.075378', 'ticker_sentiment_label': 'Neutral'}]"
Big Tech Just Proved Why It's So Hard to Bet Against,https://www.fool.com/investing/2023/04/30/big-tech-just-proved-why-its-so-hard-to-bet-agains/,20230430T153000,['Adam Spatacco'],Microsoft and Alphabet just shocked Wall Street.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F729931%2Fgettyimages-1412762526.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Earnings', 'relevance_score': '0.996718'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.012176,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.482078', 'ticker_sentiment_score': '-0.034494', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.253514', 'ticker_sentiment_score': '0.104903', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.051551', 'ticker_sentiment_score': '0.034727', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.051551', 'ticker_sentiment_score': '0.034727', 'ticker_sentiment_label': 'Neutral'}]"
Big Tech Just Proved Why It's So Hard to Bet Against,https://moneymorning.com/investing/big-tech-just-proved-why-its-so-hard-to-bet-against/,20230430T153000,"['fool.com', 'Fool.com']","Earnings season is here, and Big Tech is showing some much-wanted signs of positivity. Microsoft ( NASDAQ: MSFT ) and Alphabet ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) both reported first-quarter results, and investors seemed pleased.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F729931%2Fgettyimages-1412762526.jpg&w=700,Money Morning,RSS,moneymorning.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '0.993856'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.053613,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.428632', 'ticker_sentiment_score': '0.034801', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.294093', 'ticker_sentiment_score': '0.102841', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'C', 'relevance_score': '0.075161', 'ticker_sentiment_score': '0.06154', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.075161', 'ticker_sentiment_score': '0.06154', 'ticker_sentiment_label': 'Neutral'}]"
Big Tech's Rebound Plays to Individual Investors' Growth-Stock Bets,https://www.wsj.com/articles/big-techs-rebound-plays-to-individual-investors-growth-stock-bets-e6ed38f0,20230430T140000,['Hannah Miao'],Large U.S. technology companies are powering the broader stock market higher and vindicating many growth-stock investors who got burned in tech shares' tumble last year.,https://images.wsj.net/im-772466?size=1.5005861664712778&width=96&height=96,Wall Street Journal,Markets,www.wsj.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.09384,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.724687', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.414559', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Google and Microsoft Are Gaining on AWS: Here's Why Amazon Isn't Worried,https://www.fool.com/investing/2023/04/30/amazon/,20230430T095000,['Keith Speights'],Amazon remains squarely focused on the long term.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F729753%2Fbuffett19-tmf.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.091253,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.393634', 'ticker_sentiment_score': '0.101483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.393634', 'ticker_sentiment_score': '0.101483', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.54329', 'ticker_sentiment_score': '0.18286', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
AI Winners Aren't Who You Think,https://moneymorning.com/investing/ai-winners-arent-who-you-think/,20230430T103000,"['Fool.com', 'fool.com']","Artificial intelligence is the biggest buzzword on the market today, and there are a lot of ways to invest in this area of growth. But the biggest winners dominating the discussion today might not be names like NVIDIA ( NASDAQ: NVDA ) and Microsoft ( NASDAQ: MSFT ) but rather companies that ...",https://moneymorning.com/wp-content/blogs.dir/1/files/2023/04/motley-fool-mark.png,Money Morning,RSS,moneymorning.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",-0.068486,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.388879', 'ticker_sentiment_score': '-0.153559', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.388879', 'ticker_sentiment_score': '-0.337904', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.502207', 'ticker_sentiment_score': '-0.029619', 'ticker_sentiment_label': 'Neutral'}]"
