title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Microsoft  ( MSFT )  Brings 365 Copilot Capabilities to Mayo Clinic,https://www.zacks.com/stock/news/2157882/microsoft-msft-brings-365-copilot-capabilities-to-mayo-clinic,20230929T151600,['Zacks Equity Research'],"Microsoft (MSFT) announces that its 365 Copilot has been chosen by Mayo Clinic to bolster healthcare staff experience across apps like Microsoft Outlook, Word, Excel and more.",https://staticx-tuner.zacks.com/images/articles/main/fd/423.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.237525,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.834213', 'ticker_sentiment_score': '0.3775', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.091098', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ORCL', 'relevance_score': '0.485711', 'ticker_sentiment_score': '0.345145', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IBM', 'relevance_score': '0.193207', 'ticker_sentiment_score': '0.110742', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.193207', 'ticker_sentiment_score': '0.282765', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Check Out What Whales Are Doing With MSFT - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/markets/options/23/09/35003660/check-out-what-whales-are-doing-with-msft,20230929T141634,['Benzinga Insights'],"A whale with a lot of money to spend has taken a noticeably bearish stance on Microsoft. Looking at options history for Microsoft MSFT we detected 17 strange trades. If we consider the specifics of each trade, it is accurate to state that 41% of the investors opened trades with bullish ...",https://cdn.benzinga.com/files/images/story/2023/movers_image_1.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.160781,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.721785', 'ticker_sentiment_score': '0.057729', 'ticker_sentiment_label': 'Neutral'}]"
Is It Too Late to Buy Microsoft Stock?,https://www.fool.com/investing/2023/09/30/is-it-too-late-to-buy-microsoft-stock/,20230930T160000,"['Parkev Tatevosian', 'CFA']",Microsoft's move into artificial intelligence is already paying dividends.,https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.407858,Bearish,"[{'ticker': 'MSFT', 'relevance_score': '0.535653', 'ticker_sentiment_score': '-0.794517', 'ticker_sentiment_label': 'Bearish'}]"
Docebo  ( DCBO )  Expands Opportunities for Learning in MS Teams,https://www.zacks.com/stock/news/2158059/docebo-dcbo-expands-opportunities-for-learning-in-ms-teams,20230929T175600,['Zacks Equity Research'],"Docebo (DCBO) transforms Microsoft Teams into a dynamic learning hub, fostering seamless collaboration and training integration for enhanced productivity.",https://staticx-tuner.zacks.com/images/articles/main/17/8969.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.277795,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.474958', 'ticker_sentiment_score': '0.562092', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'RYCEF', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.202387', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AYI', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.202387', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.017315', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.388879', 'ticker_sentiment_score': '0.220178', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VMW', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.071309', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DCBO', 'relevance_score': '0.943451', 'ticker_sentiment_score': '0.343665', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"The Silicon Valley Wage War: Unveiling Salaries Of Top Talent At Apple, Microsoft, Google - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/23/06/32679188/silicon-valleys-salary-showdown-unveiling-how-much-top-talent-at-apple-microsoft-and-google-get-paid-1,20230929T195243,['Adam Eckert'],"Apple Inc AAPL, Microsoft Corp MSFT and Alphabet Inc GOOG offer some of the highest salaries in Silicon Valley. This allows the companies to attract some of the best talent and, in turn, deliver some of the most cutting-edge technology advancements every year.",https://cdn.benzinga.com/files/images/story/2023/06/01/apple_google_microsoft_shutter.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.217096,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.406197', 'ticker_sentiment_score': '-0.166567', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.406197', 'ticker_sentiment_score': '-0.166567', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'AAPL', 'relevance_score': '0.406197', 'ticker_sentiment_score': '-0.166567', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
The Magnificent Seven could be considered the messy seven after a 'meh' third quarter,https://www.marketwatch.com/story/the-magnificent-seven-could-be-considered-the-messy-seven-after-a-meh-third-quarter-89716f86,20230929T202300,"['', 'Emily Bary', 'Tomi Kilgore']","The so-called Magnificent Seven lost some luster in the latest quarter, as they proved no longer the big market drivers they were earlier this year.",https://images.mktw.net/im-860524?width=700&height=485,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.186964,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.399734', 'ticker_sentiment_score': '0.022352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.206685', 'ticker_sentiment_score': '0.011383', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.206685', 'ticker_sentiment_score': '0.011383', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.399734', 'ticker_sentiment_score': '0.266858', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.399734', 'ticker_sentiment_score': '0.022352', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.30569', 'ticker_sentiment_score': '0.061784', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.206685', 'ticker_sentiment_score': '0.045346', 'ticker_sentiment_label': 'Neutral'}]"
"AI Stocks Cool Off But Amazon, Meta Take Aim At Cloud, Consumer Apps",https://www.investors.com/news/technology/ai-stocks-cool-off-but-amazon-meta-take-aim-at-cloud-consumer-apps/,20230929T130500,"['REINHARDT KRAUSE', ""Investor's Business Daily""]","AI Stocks Cool Off But Amazon, Meta Take Aim At Cloud, Consumer ... Investor's Business Daily ...",https://www.investors.com/wp-content/uploads/2019/03/stock-Amazon-store-01-shutter.jpg,Investors Business Daily,n/a,www.investors.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.033574,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.353418', 'ticker_sentiment_score': '-0.169865', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.104228', 'ticker_sentiment_score': '-0.041665', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.155786', 'ticker_sentiment_score': '0.095971', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.30569', 'ticker_sentiment_score': '-0.136385', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NOW', 'relevance_score': '0.052226', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ADBE', 'relevance_score': '0.104228', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WDAY', 'relevance_score': '0.256719', 'ticker_sentiment_score': '0.073513', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.206685', 'ticker_sentiment_score': '-0.045539', 'ticker_sentiment_label': 'Neutral'}]"
AI Stocks To Buy In October 2023? 2 To Know,https://stockmarket.com/featured/ai-stocks-to-buy-in-october-2023-2-to-know-2023-09-29,20230929T140354,['Josh Dylan'],"The Artificial Intelligence sector represents one of the most transformative waves in the technological landscape. This field, which involves the creation of machines that can think, learn, and act like humans, has vast applications, ranging from healthcare and finance to entertainment and ...",https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2023/09/META-stock-price.jpg,StockMarket.com,n/a,stockmarket.com,"[{'topic': 'Earnings', 'relevance_score': '0.891286'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999864'}]",0.275816,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.349575', 'ticker_sentiment_score': '0.245248', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.474207', 'ticker_sentiment_score': '0.35908', 'ticker_sentiment_label': 'Bullish'}]"
Microsoft's Generative AI Initiatives - A Vision to Transform Businesses,https://www.prnewswire.com/in/news-releases/microsofts-generative-ai-initiatives---a-vision-to-transform-businesses-301942934.html,20230929T123100,['CloudThat'],"Key partners Microsoft & CloudThat join hands to make the workforce of businesses AI-ready. BENGALURU, India, Sept. 29, 2023 /PRNewswire/ -- Generative AI is a buzz across industries, and every formal or informal tech discussion revolves around the possibilities and limitations of futuristic ...",https://mma.prnewswire.com/media/2235248/CloudThat_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.405215,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.280794', 'ticker_sentiment_score': '0.288375', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.09539', 'ticker_sentiment_score': '0.095424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.031864', 'ticker_sentiment_score': '0.179477', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'VMW', 'relevance_score': '0.063678', 'ticker_sentiment_score': '0.039576', 'ticker_sentiment_label': 'Neutral'}]"
"More than 238,000 global tech workers have been laid off so far this year",https://www.marketwatch.com/story/more-than-238-000global-tech-workers-have-been-laid-off-so-far-this-year-8e0f8236,20230929T121300,['James Rogers'],"More than 1,000 tech companies have made layoffs in 2023, according to the ...",https://images.mktw.net/im-688437/social,MarketWatch,Top Stories,www.marketwatch.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.07061,Neutral,"[{'ticker': 'PYPL', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.240489', 'ticker_sentiment_score': '-0.213729', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.240489', 'ticker_sentiment_score': '-0.213729', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'ROKU', 'relevance_score': '0.316846', 'ticker_sentiment_score': '0.109425', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.240489', 'ticker_sentiment_score': '-0.190824', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'SPOT', 'relevance_score': '0.16171', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.240489', 'ticker_sentiment_score': '-0.248692', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'ZM', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'EBAY', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'IBM', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'INTC', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'EA', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DOCU', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'HOOD', 'relevance_score': '0.16171', 'ticker_sentiment_score': '0.165035', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DELL', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'PLTR', 'relevance_score': '0.16171', 'ticker_sentiment_score': '-0.159696', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
