title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Microsoft Snaps This Process Mining Specialist For Undisclosed Sum,https://www.benzinga.com/m-a/22/03/26402794/microsoft-snaps-this-process-mining-specialist-for-undisclosed-sum,20220331T195959,['Anusuya Lahiri'],"Microsoft Corp  ( NASDAQ: MSFT )  acquired Minit, a leader in process mining technology.
The financial terms of the transaction remain undisclosed.
Minit enabled businesses to transform how they analyze, monitor, and optimize their processes. 
Minit's solutions have helped ...Full story available on",https://cdn.benzinga.com/files/images/story/2012/abtech_3993.png?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,Mergers,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.031662,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.896616', 'ticker_sentiment_score': '0.090405', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft-Activision Deal Faces Regulatory Roadblock: WSJ,https://www.benzinga.com/government/22/03/26403846/microsoft-activision-deal-faces-regulatory-roadblock-wsj,20220331T195902,['Anusuya Lahiri'],"Four U.S. Senators sent a letter to the Federal Trade Commission citing concerns about Microsoft Corp's  ( NASDAQ: MSFT )  proposed acquisition of Activision Blizzard Inc  ( NASDAQ: ATVI ) , the Wall Street Journal reports.
The Senators voiced concerns over undermining employees' calls for accountab",https://cdn.benzinga.com/files/images/story/2012/abtech_3994.png?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,Mergers,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.146501,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.750527', 'ticker_sentiment_score': '-0.150351', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.61226', 'ticker_sentiment_score': '-0.002975', 'ticker_sentiment_label': 'Neutral'}]"
Activision Tries to Fix Its Big Problem Before Microsoft Takeover,https://www.thestreet.com/investing/activision-blizzard-lawsuit-settlement,20220331T202400,['Colette Bennett'],The video game publisher is rocked by scandals that make it a PR nightmare.,https://www.thestreet.com/.image/t_share/MTg3NjY3MTg1NjM4ODQzNjQ3/activision-blizzard-2.jpg,The Street,n/a,www.thestreet.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]",-0.163373,Somewhat-Bearish,"[{'ticker': 'ATVI', 'relevance_score': '0.672055', 'ticker_sentiment_score': '-0.108044', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.536866', 'ticker_sentiment_score': '-0.063369', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.193207', 'ticker_sentiment_score': '0.097116', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.064973', 'ticker_sentiment_score': '0.279794', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Innofactor provides a cloud migration project for a Norwegian non-profit organization,https://www.globenewswire.com/news-release/2022/03/31/2414255/0/en/Innofactor-provides-a-cloud-migration-project-for-a-Norwegian-non-profit-organization.html,20220331T173500,['Innofactor Oyj'],"Innofactor Plc Inside Information, on March 31, 2022, at 20:35 Finnish time",https://ml-eu.globenewswire.com/Resource/Download/5c41619d-c3fa-43f1-9bc4-faa05c30ad0e?size=1,GlobeNewswire,n/a,www.globenewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.15074,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.464633', 'ticker_sentiment_score': '0.15074', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Data Resiliency Market Size to Grow by USD 18.29 Bn | Massive Growth in Data Generated from Varied Sources to Boost Growth | Technavio,https://www.prnewswire.com/news-releases/data-resiliency-market-size-to-grow-by-usd-18-29-bn--massive-growth-in-data-generated-from-varied-sources-to-boost-growth--technavio-301513883.html,20220331T133000,['Technavio'],"The market is fragmented, and the degree of fragmentation will accelerate during the forecast period. Acronis International GmbH, Amazon.com Inc., Arcserve Inc., Asigra Inc., Broadcom Inc., Commvault Systems Inc., Dell Technologies Inc., Hewlett Packard Enterprise Co., International Business Machines Corp., Lumen Technologies Inc., Micro Focus International Plc, Microsoft Corp., NetApp Inc., Open Text Corp., Rubrik Inc., Quest Software Inc., Unitrends Inc., Veeam Software Group GmbH, Veritas Technologies LLC, and VMware Inc. are some of the major market participants. To make the most of the opportunities, market vendors should focus more on the growth prospects in the fast-growing segments, while maintaining their positions in the slow-growing segments.",https://mma.prnewswire.com/media/1776922/IRTNTR72911.jpg?w=1000,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.078368,Neutral,"[{'ticker': 'VMW', 'relevance_score': '0.043794', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.087456', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVLT', 'relevance_score': '0.173864', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MFGP', 'relevance_score': '0.773002', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPQ', 'relevance_score': '0.378859', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LUMN', 'relevance_score': '0.524707', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.417097', 'ticker_sentiment_score': '0.078368', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTAP', 'relevance_score': '0.299321', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IBM', 'relevance_score': '0.524707', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPE', 'relevance_score': '0.649465', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OTEX', 'relevance_score': '0.130855', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.043794', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DELL', 'relevance_score': '0.33957', 'ticker_sentiment_score': '-0.000409', 'ticker_sentiment_label': 'Neutral'}]"
Is This Something Unity Investors Should Worry About?,https://www.fool.com/investing/2022/03/31/is-this-something-unity-investors-should-worry-abo/,20220331T140000,['Jose Najarro'],Amazon and Microsoft announced game development solutions.,https://g.foolcdn.com/editorial/images/671154/video-gamer-man.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.096493,Neutral,"[{'ticker': 'BABA', 'relevance_score': '0.280938', 'ticker_sentiment_score': '0.102658', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.410505', 'ticker_sentiment_score': '0.102658', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'U', 'relevance_score': '0.280938', 'ticker_sentiment_score': '0.102658', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.410505', 'ticker_sentiment_score': '0.102658', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft purchase of Activision under regulatory scrutiny as lawmakers call out 'frat boy' culture,https://www.foxbusiness.com/technology/microsoft-purchase-of-activision-under-regulatory-scrutiny-as-lawmakers-call-out-frat-boy-culture,20220331T220712,[],"A group of prominent senators wrote a letter to the Federal Trade Commission on Thursday urging them to review Microsoft's $68.7 billion acquisition of Activision, citing lawsuits and media reports about workplace misconduct at the video game giant.",https://cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/6a54690b-e4c9-4406-96cb-20cd1eded8d0/dafe0c3c-9c2e-478f-aa43-c8d1071dadc4/1280x720/match/image.jpg,Fox Business News,n/a,www.foxbusiness.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.107851,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.820078', 'ticker_sentiment_score': '-0.107851', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.36801', 'ticker_sentiment_score': '0.04245', 'ticker_sentiment_label': 'Neutral'}]"
Analyzing Microsoft Corporation's Short Interest,https://www.benzinga.com/short-sellers/22/03/26395650/analyzing-microsoft-corporations-short-interest,20220331T131555,[],"Microsoft Corporation's  ( NASDAQ:MSFT )  short percent of float has risen 16.67% since its last report. The company recently reported that it has 41.49 million shares sold short, which is 0.56% of all regular shares that are available for trading. Based on its trading volume, it would take traders ",https://cdn.benzinga.com/files/images/story/2022/1648731647_0.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",-0.340751,Somewhat-Bearish,"[{'ticker': 'MSFT', 'relevance_score': '0.342962', 'ticker_sentiment_score': '-0.251453', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
News Exclusive | U.S. Probes Meeting Between Activision CEO and Option Buyer,https://www.wsj.com/articles/u-s-probes-meeting-between-activision-ceo-and-option-buyer-11648754313,20220331T191800,['Dave Michaels and Kirsten Grind'],"Authorities are looking into at least one meeting between Bobby Kotick, the chief of the videogame firm, and one of three traders who made a timely options trade just before a merger announcement.",https://images.wsj.net/im-515160?width=860&height=573,Wall Street Journal,Markets,www.wsj.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.005118,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.961985', 'ticker_sentiment_score': '-0.005118', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.321813', 'ticker_sentiment_score': '0.000397', 'ticker_sentiment_label': 'Neutral'}]"
Datadog  ( DDOG )  Gains Microsoft Partner Status for Azure Cloud,https://www.zacks.com/stock/news/1890652/datadog-ddog-gains-microsoft-partner-status-for-azure-cloud,20220331T183100,['Zacks Investment Research'],"Datadog (DDOG) partners with Microsoft, allowing Microsoft Azure customers to leverage its monitoring and security capabilities to accelerate their cloud adoption.",https://staticx-tuner.zacks.com/images/articles/main/32/2428.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",0.098093,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.310647', 'ticker_sentiment_score': '0.009308', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.210137', 'ticker_sentiment_score': '0.016627', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.158415', 'ticker_sentiment_score': '0.023032', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DDOG', 'relevance_score': '0.890165', 'ticker_sentiment_score': '0.119472', 'ticker_sentiment_label': 'Neutral'}]"
