title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Flintech Achieves the 2023-2024 Microsoft Business Applications Inner Circle Award - PR Newswire,https://www.prnewswire.com/news-releases/flintech-achieves-the-2023-2024-microsoft-business-applications-inner-circle-award-301914595.html,20230831T124900,[],Flintech Achieves the 2023-2024 Microsoft Business Applications Inner Circle Award PR ...,,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.50884,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.939207', 'ticker_sentiment_score': '0.763747', 'ticker_sentiment_label': 'Bullish'}]"
EU Probe Prompts Microsoft To Unbundle Teams App From Productivity Suite - Will The Same Follow For USA? - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/government/23/08/34137784/eu-probe-prompts-microsoft-to-unbundle-teams-app-from-productivity-suitea,20230831T123937,['Anusuya Lahiri'],Microsoft Inc MSFT looks to modify its approach to selling its Teams videoconferencing software to European business consumers. This move comes after the European Union's antitrust probe flagged potential concerns over the tech behemoth's sales practices in the region.,https://cdn.benzinga.com/files/images/story/2023/08/31/teams.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.052501,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.907755', 'ticker_sentiment_score': '-0.050855', 'ticker_sentiment_label': 'Neutral'}]"
EY releases more than 20 new Assurance technology capabilities supported by Microsoft alliance in first year of US$1b investment program,https://www.prnewswire.com/news-releases/ey-releases-more-than-20-new-assurance-technology-capabilities-supported-by-microsoft-alliance-in-first-year-of-us1b-investment-program-301914896.html,20230831T131000,['EY'],EY releases more than 20 new Assurance technology capabilities supported by Microsoft alliance in first year of US$1b ... PR ...,https://mma.prnewswire.com/media/1721690/EY_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.330561,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.769144', 'ticker_sentiment_score': '0.521566', 'ticker_sentiment_label': 'Bullish'}]"
EY releases more than 20 new Assurance technology capabilities supported by Microsoft alliance in first year of US$1b investment program,https://www.newswire.ca/news-releases/ey-releases-more-than-20-new-assurance-technology-capabilities-supported-by-microsoft-alliance-in-first-year-of-us-1b-investment-program-863105438.html,20230831T131000,['EY'],EY releases more than 20 new Assurance technology capabilities supported by Microsoft alliance in first year of US$1b ... Canada ...,https://mma.prnewswire.com/media/1721690/EY_Logo.jpg?p=facebook,Canada Newswire,n/a,www.newswire.ca,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.330561,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.769144', 'ticker_sentiment_score': '0.521566', 'ticker_sentiment_label': 'Bullish'}]"
"Microsoft to unbundle Teams from Office 365, Microsoft 365 amid EU probe - .com",https://www.upi.com/Top_News/World-News/2023/08/31/Switzerland-european-anti-trust-teams-office-microsoft-365/1551693476162/,20230831T124515,['A.L. Lee'],"Microsoft to unbundle Teams from Office 365, Microsoft 365 amid EU probe UPI News ...",https://cdnph.upi.com/sv/ph/og/upi/1551693476162/2023/1/9a2ffb00c9483887e25b6b9b5c836713/v1.5/Microsoft-to-unbundle-Teams-from-Office-365-Microsoft-365-amid-EU-probe.jpg,UPI Business,n/a,www.upi.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.147629,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.049835', 'ticker_sentiment_score': '-0.036938', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.711991', 'ticker_sentiment_score': '0.187114', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.049835', 'ticker_sentiment_score': '-0.15401', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Lumen  ( LUMN )  Uses Microsoft 365 Copilot to Enhance Productivity,https://www.zacks.com/stock/news/2143030/lumen-lumn-uses-microsoft-365-copilot-to-enhance-productivity,20230831T141300,['Zacks Equity Research'],Lumen (LUMN) leverages Microsoft 365 Copilot to improve employee efficiency and enrich customer communications.,https://staticx-tuner.zacks.com/images/articles/main/9c/12339.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.280448,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.591019', 'ticker_sentiment_score': '0.584586', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AZPN', 'relevance_score': '0.28636', 'ticker_sentiment_score': '0.11144', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LUMN', 'relevance_score': '0.28636', 'ticker_sentiment_score': '0.105026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WWD', 'relevance_score': '0.28636', 'ticker_sentiment_score': '0.237103', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BMI', 'relevance_score': '0.28636', 'ticker_sentiment_score': '0.109138', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft vs Apple: Which Is the Better Dividend Stock?,https://www.fool.com/investing/2023/08/31/microsoft-vs-apple-which-is-the-better-dividend-st/,20230831T153100,['Daniel Sparks'],"Though both companies are great, one stock easily beats the other as a dividend-paying investment.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F745953%2Fwarren-buffett-smiling-surrounded-by-cameras.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.995921'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",0.280964,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.418863', 'ticker_sentiment_score': '0.373041', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.320974', 'ticker_sentiment_score': '0.265897', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Best AI Stocks To Buy In September 2023? 2 To Watch,https://stockmarket.com/featured/best-ai-stocks-to-buy-in-september-2023-2-to-watch-2023-08-31,20230831T155729,['Jonathan Phillip'],"Artificial Intelligence ( AI ) is a hot topic these days and it's changing a lot of industries, from healthcare to self-driving cars. Basically, AI is a technology that allows machines to learn and make decisions, kind of like how humans do.",https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2023/08/CRM-stock-chart.jpg,StockMarket.com,n/a,stockmarket.com,"[{'topic': 'Earnings', 'relevance_score': '0.995973'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999993'}]",0.245209,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.398148', 'ticker_sentiment_score': '0.175759', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.069294', 'ticker_sentiment_score': '0.09234', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.138066', 'ticker_sentiment_score': '0.111357', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft to stop packaging Teams and Office software in Europe,https://www.business-standard.com/companies/news/microsoft-to-stop-packaging-teams-and-office-software-in-europe-123083100748_1.html,20230831T125548,['AP'],Microsoft will stop packaging its Teams videoconferencing app with its Office software in Europe in an effort to head off antitrust penalties by regulators. The tech giant also said Thursday that it would take steps to make it easier for competing products to work alongside its software.,"https://bsmedia.business-standard.com/_media/bs/img/article/2023-07/26/full/1690394817-5214.jpg?im=FeatureCrop,size=(826,465)",Business Standard,GoogleRSS,www.business-standard.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",-0.041065,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.371523', 'ticker_sentiment_score': '-0.145595', 'ticker_sentiment_label': 'Neutral'}]"
"Sony Announces PlayStation Plus Price Hike Following Xbox Game Pass Subscription Rise - Microsoft  ( NASDAQ:MSFT ) , Sony Group  ( NYSE:SONY ) ",https://www.benzinga.com/general/gaming/23/08/34154005/sony-announces-playstation-plus-price-hike-following-xbox-game-pass-subscription-rise,20230831T211207,['Franca Quarneti'],"Sony Group Corp. SONY announced a global price increase for its PlayStation Plus 12-month subscriptions across all tiers. Starting from Sept. 6, the prices for PlayStation Plus Essential, PlayStation Plus Extra and PlayStation Plus Premium will be raised. The new prices will be as follows:",https://cdn.benzinga.com/files/images/story/2023/08/31/julian-hochgesang-jtpsdmleojk-unsplash_1.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.176713,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.353059', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.507932', 'ticker_sentiment_score': '0.707432', 'ticker_sentiment_label': 'Bullish'}]"
