title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Microsoft President Makes Startling Revelations on Arrival of Advanced AI - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/news/23/11/36021642/microsoft-president-makes-startling-revelations-on-arrival-of-advanced-ai,20231130T141627,['Anusuya Lahiri'],"Microsoft Corp MSFT President dismissed the likelihood of developing super-intelligent artificial intelligence within the next 12 months. Brad Smith's comments come one year after Microsoft-backed OpenAI released AI chatbot ChatGPT, leading to widespread investment and concerns over the potential ...",https://cdn.benzinga.com/files/images/story/2023/11/30/openai.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.021935,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.719473', 'ticker_sentiment_score': '0.214798', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DSSMY', 'relevance_score': '0.334008', 'ticker_sentiment_score': '-0.070643', 'ticker_sentiment_label': 'Neutral'}]"
IBB Law selects Intapp Documents for matter-centric document management - Intapp  ( NASDAQ:INTA ) ,https://www.benzinga.com/pressreleases/23/11/g36022582/ibb-law-selects-intapp-documents-for-matter-centric-document-management,20231130T140000,['Globe Newswire'],"PALO ALTO, Calif., Nov. 30, 2023 ( GLOBE NEWSWIRE ) -- Intapp INTA, a leading provider of cloud software for the global professional and financial services industry, today announced that IBB Law LLP has selected Intapp Documents to transform Microsoft SharePoint into a purpose-built document ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",0.409918,Bullish,"[{'ticker': 'INTA', 'relevance_score': '0.609676', 'ticker_sentiment_score': '0.561657', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.709611', 'ticker_sentiment_score': '0.559641', 'ticker_sentiment_label': 'Bullish'}]"
"Xbox Exec: 'Instead Of Writing Thousands Of Lines, Just Let AI Get You From A To B' - Microsoft  ( NASDAQ:MSFT ) ",https://www.benzinga.com/general/gaming/23/11/36029275/xbox-exec-instead-of-writing-thousands-of-lines-just-let-ai-get-you-from-a-to-b,20231130T202652,['Franca Quarneti'],"Microsoft Corporation's MSFT Tim Stuart recently shared his excitement about the prospects of AI integration in game development, highlighting its capabilities during a Nov. 28 summit. Stuart, Xbox's CFO, expressed confidence in AI's capacity to handle tasks within game development, such as ...",https://cdn.benzinga.com/files/images/story/2023/11/30/shutterstock_2272394045.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]",0.128288,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.502207', 'ticker_sentiment_score': '0.006444', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SBUX', 'relevance_score': '0.13459', 'ticker_sentiment_score': '0.349714', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Xbox Game Pass Is Coming to PlayStation and Nintendo-If Microsoft Has Its Way,https://decrypt.co/208117/xbox-game-pass-playstation-nintendo-microsoft,20231130T172437,['Andrew Hayward'],A Microsoft executive says Xbox aims to bring its subscription service and first-party games to rival platforms. Will it happen?,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2023/11/xbox-game-pass-shutterstock-gID_7.png,Decrypt.co,n/a,decrypt.co,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.189375,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.422897', 'ticker_sentiment_score': '0.112558', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.262052', 'ticker_sentiment_score': '0.031362', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WFC', 'relevance_score': '0.088799', 'ticker_sentiment_score': '0.04744', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.422897', 'ticker_sentiment_score': '0.145291', 'ticker_sentiment_label': 'Neutral'}]"
Microsoft to invest $3.2B in UK artificial intelligence infrastructure,https://cointelegraph.com/news/microsoft-invest-3-2-billion-uk-artificial-intelligence-infrastructure-europe,20231130T170003,['Tristan Greene'],This is Microsoft's largest investment in the area to date.,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-11/33316733-1e04-4b2b-942c-977d03537f79.jpg",Cointelegraph,n/a,cointelegraph.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",0.219094,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.388879', 'ticker_sentiment_score': '0.146028', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DSSMY', 'relevance_score': '0.60326', 'ticker_sentiment_score': '0.357787', 'ticker_sentiment_label': 'Bullish'}]"
Teleperformance helps clients create and modernize applications with Microsoft Azure Solutions Partner status for Data ... - PR Newswire,https://www.prnewswire.com/news-releases/teleperformance-helps-clients-create-and-modernize-applications-with-microsoft-azure-solutions-partner-status-for-data--ai-302001141.html,20231130T170300,[],Teleperformance helps clients create and modernize applications with Microsoft Azure Solutions Partner status for Data ... PR ...,,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.510152,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.374875', 'ticker_sentiment_score': '0.5261', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SPGI', 'relevance_score': '0.077845', 'ticker_sentiment_score': '0.045533', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TLPFF', 'relevance_score': '0.620858', 'ticker_sentiment_score': '0.647053', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'FOREX:EUR', 'relevance_score': '0.154951', 'ticker_sentiment_score': '0.058042', 'ticker_sentiment_label': 'Neutral'}]"
What's Going On With Nvidia Stock Thursday? - NVIDIA  ( NASDAQ:NVDA ) ,https://www.benzinga.com/government/23/11/36025849/whats-going-on-with-nvidia-stock-thursday,20231130T181720,['Anusuya Lahiri'],"Nvidia Corp NVDA stock is trading lower on Thursday, and so do its peer Advanced Micro Devices, Inc AMD and critical supplier Taiwan Semiconductor Manufacturing Company Ltd TSM.",https://cdn.benzinga.com/files/images/story/2023/11/30/nvidia_g94_gpu_9600_gt.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.117578,Neutral,"[{'ticker': 'AMD', 'relevance_score': '0.358152', 'ticker_sentiment_score': '-0.430681', 'ticker_sentiment_label': 'Bearish'}, {'ticker': 'MSFT', 'relevance_score': '0.358152', 'ticker_sentiment_score': '0.473521', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.647749', 'ticker_sentiment_score': '-0.247162', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'DSSMY', 'relevance_score': '0.183895', 'ticker_sentiment_score': '0.296459', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.358152', 'ticker_sentiment_score': '-0.430681', 'ticker_sentiment_label': 'Bearish'}]"
"OpenAI tender offer is on track for January despite leadership fracas, sources say",https://www.cnbc.com/2023/11/30/openai-tender-offer-on-track-despite-leadership-fracas-sources.html,20231130T234501,"['Hayden Field', 'Rohan Goswami']","A round which would value OpenAI at around $86 billion is back on track after Sam Altman returned to the company, offering employees a chance at liquidity.",https://image.cnbcfm.com/api/v1/image/107341024-17013039351701303932-32240717730-1080pnbcnews.jpg?v=1701303934&w=750&h=422&vtcrop=y,CNBC,Top News,www.cnbc.com,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.838487'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.221122,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.304114', 'ticker_sentiment_score': '0.02026', 'ticker_sentiment_label': 'Neutral'}]"
"Unwrapping December's Gaming Treats: Xbox Game Pass, PlayStation Plus Announce Hot Titles - Microsoft  ( NASDAQ:MSFT ) , Sony Group  ( NYSE:SONY ) ",https://www.benzinga.com/general/gaming/23/11/36028133/unwrapping-decembers-gaming-treats-xbox-game-pass-playstation-plus-announce-hot-titles,20231130T213039,['Franca Quarneti'],"Microsoft Corporation MSFT unveiled the December 2023 lineup of games for Xbox Game Pass, along with additions to the Game Pass Core library. This announcement covers the complete list for December, promising further updates in January after the holidays.",https://cdn.benzinga.com/files/images/story/2023/11/30/shutterstock_2117540909.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.014581,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.275867', 'ticker_sentiment_score': '0.077923', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.140076', 'ticker_sentiment_score': '-0.008833', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.07031', 'ticker_sentiment_score': '0.336098', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Amazon  ( AMZN )  Bolsters Generative AI Efforts With Amazon Q,https://www.zacks.com/stock/news/2191329/amazon-amzn-bolsters-generative-ai-efforts-with-amazon-q,20231130T130600,['Zacks Equity Research'],"Amazon (AMZN) introduces chatbot Amazon Q, enhancing generative AI capabilities for Amazon Web Services.",https://staticx-tuner.zacks.com/images/articles/main/a4/1882.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",0.334524,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.269181', 'ticker_sentiment_score': '0.194951', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.21686', 'ticker_sentiment_score': '0.323703', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.21686', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ACN', 'relevance_score': '0.054857', 'ticker_sentiment_score': '0.208914', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.591019', 'ticker_sentiment_score': '0.408124', 'ticker_sentiment_label': 'Bullish'}]"
