title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
Microsoft Unusual Options Activity For June 30 - Microsoft  ( NASDAQ:MSFT ) ,https://www.benzinga.com/markets/options/23/06/33079081/microsoft-unusual-options-activity-for-june-30,20230630T141821,['Benzinga Insights'],"Someone with a lot of money to spend has taken a bullish stance on Microsoft MSFT. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",https://cdn.benzinga.com/files/images/story/2023/movers_image_5.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.187007,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.851762', 'ticker_sentiment_score': '0.31858', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'JPM', 'relevance_score': '0.095899', 'ticker_sentiment_score': '-0.128401', 'ticker_sentiment_label': 'Neutral'}]"
Historic Buying Opportunity: Why Microsoft Is a No-Brainer Stock,https://www.fool.com/investing/2023/06/30/buying-opportunity-why-microsoft-is-a-no-brainer/,20230630T140700,['Stefon Walters'],"If the company hits projected sales by 2030, investors stand to profit a lot along the way.",https://media.ycharts.com/charts/7a3696b6816723d7b74e7eca68e2bca1.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.999186'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.195412,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.757888', 'ticker_sentiment_score': '0.333794', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Microsoft  ( MSFT )  & Moody's Tie up to Provide AI-Based Solutions,https://www.zacks.com/stock/news/2115527/microsoft-msft-moodys-tie-up-to-provide-ai-based-solutions,20230630T153200,['Zacks Investment Research'],"Microsoft (MSFT) and Moody's team up to create advanced solutions for risk assessment, data analysis, analytics, research and collaboration, leveraging the capabilities of Generative AI.",https://staticx-tuner.zacks.com/images/articles/main/fd/423.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.285471,Somewhat-Bullish,"[{'ticker': 'MCO', 'relevance_score': '0.428632', 'ticker_sentiment_score': '0.466742', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'MSFT', 'relevance_score': '0.706839', 'ticker_sentiment_score': '0.439536', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'SSNLF', 'relevance_score': '0.128478', 'ticker_sentiment_score': '0.074072', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.372448', 'ticker_sentiment_score': '0.159922', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Microsoft is developing cutting-edge AI chips to 'close the gap' with AWS, internal documents show",https://www.businessinsider.com/microsoft-making-ai-chips-to-compete-with-aws-documents-confirm-2023-6,20230630T172500,['Ellen Thomas'],Microsoft Is Developing AI Chips to Close Gap With AWS - Business Insider ...,,Business Insider,GoogleRSS,www.businessinsider.com,"[{'topic': 'Earnings', 'relevance_score': '0.98396'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.067342,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.130217', 'ticker_sentiment_score': '-0.077453', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.674691', 'ticker_sentiment_score': '-0.018934', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.194242', 'ticker_sentiment_score': '0.070937', 'ticker_sentiment_label': 'Neutral'}]"
The biggest takeaways from Microsoft's courtroom showdown with the FTC over Activision Blizzard,https://www.cnbc.com/2023/06/30/microsoft-activision-showdown-with-ftc-biggest-takeaways.html,20230630T195615,['Jordan Novet'],Many internal Microsoft documents have come up in conversations with executives or have been released as part of a hearing over its Activision Blizzard deal.,https://image.cnbcfm.com/api/v1/image/107263865-16879505821687950578-30078008806-1080pnbcnews.jpg?v=1687951423&w=750&h=422&vtcrop=y,CNBC,Top News,www.cnbc.com,"[{'topic': 'Earnings', 'relevance_score': '0.998682'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",0.111409,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.615057', 'ticker_sentiment_score': '0.170174', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNEJF', 'relevance_score': '0.161982', 'ticker_sentiment_score': '0.065684', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRWD', 'relevance_score': '0.020387', 'ticker_sentiment_score': '-0.006423', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SGAMF', 'relevance_score': '0.020387', 'ticker_sentiment_score': '0.060271', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.061107', 'ticker_sentiment_score': '0.091146', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ATVI', 'relevance_score': '0.372692', 'ticker_sentiment_score': '0.179974', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SQNXF', 'relevance_score': '0.061107', 'ticker_sentiment_score': '0.150038', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Microsoft knows it's out of touch with Gen Z. The software giant plans to lure them with AI, an internal memo shows",https://www.businessinsider.com/microsoft-few-gen-z-users-tries-luring-youth-with-ai-2023-6,20230630T195100,['Ellen Thomas'],"Microsoft Lost Touch With Gen Z. It Plans to Lure Them AI, Doc Shows - Business Insider ...",,Business Insider,GoogleRSS,www.businessinsider.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.132194,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.142565', 'ticker_sentiment_score': '-0.07565', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.58113', 'ticker_sentiment_score': '0.124492', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.346642', 'ticker_sentiment_score': '0.309717', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"DeepMind Co-Founder's Startup 'Inflection AI' Secures $1.3B in Funding from Microsoft and Nvidia - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",https://www.benzinga.com/news/23/06/33073920/deepmind-co-founders-startup-inflection-ai-secures-1-3b-in-funding-from-microsoft-and-nvidia,20230630T125109,['Anusuya Lahiri'],"Inflection AI has raised $1.3 billion from Microsoft Corp MSFT and Nvidia Corp NVDA, among others. The new funding brings the total raised by the company to $1.525 billion. One of DeepMind's founders, Mustafa Suleyman, had set up the one-year-old artificial intelligence startup.",https://cdn.benzinga.com/files/images/story/2023/06/30/artificial-intelligence-3382507_1920.jpg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.085336,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.552443', 'ticker_sentiment_score': '0.144465', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.657566', 'ticker_sentiment_score': '0.345784', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.431065', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.552443', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNAP', 'relevance_score': '0.295867', 'ticker_sentiment_score': '0.394539', 'ticker_sentiment_label': 'Bullish'}]"
Activision's Microsoft Saga Is Almost Over. It May Be Time to Sell the Stock.,https://www.barrons.com/amp/articles/activision-blizzard-stock-microsoft-deal-8c6910ee,20230630T212300,['Connor Smith'],"The deal could clear the remaining hurdles, but it won't be simple. Above, Microsoft CEO Satya Nadella arrives at federal court on June 28 in San Francisco.",https://images.barrons.com/im-809765/social,Barrons,n/a,www.barrons.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",0.089331,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.572873', 'ticker_sentiment_score': '0.108267', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.519739', 'ticker_sentiment_score': '0.19711', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.140076', 'ticker_sentiment_score': '0.106051', 'ticker_sentiment_label': 'Neutral'}]"
"Microsoft CEO Has 'No Love' For Console Exclusives, Blames Sony; District Judge Says 'It's Hard' To Decide On Activision Tie-Up - Microsoft  ( NASDAQ:MSFT ) , Activision Blizzard  ( NASDAQ:ATVI ) ",https://www.benzinga.com/general/gaming/23/06/33082816/microsoft-ceo-has-no-love-for-console-exclusives-blames-sony-district-judge-says-its-hard-to-decid,20230630T180850,['Franca Quarneti'],"Microsoft Corp MSFT CEO Satya Nadella has placed the blame for the existence of console exclusives on Sony Group Corp. SONY, saying that he would prefer to eliminate them altogether.",https://cdn.benzinga.com/files/images/story/2023/06/30/microsoft_activision_deal_anton_vierietin_and_fellowneko_on_shutterstock.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.064214,Neutral,"[{'ticker': 'ATVI', 'relevance_score': '0.190167', 'ticker_sentiment_score': '0.129475', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.478939', 'ticker_sentiment_score': '0.055469', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.190167', 'ticker_sentiment_score': '-0.102127', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.063933', 'ticker_sentiment_score': '0.263634', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Amidst Global Cybersecurity Concerns, TSMC Falls Victim to LockBit Ransomware Threat: Hackers Demand $70M - Taiwan Semiconductor  ( NYSE:TSM ) ",https://www.benzinga.com/news/23/06/33078528/amidst-global-cybersecurity-concerns-tsmc-falls-victim-to-lockbit-ransomware-threat-hackers-demand-7,20230630T172609,['Anusuya Lahiri'],"Taiwan Semiconductor Manufacturing Company Ltd TSM confirmed a data breach after being listed as a victim of the LockBit ransomware gang. The Russia-linked LockBit ransomware gang listed TSMC on its dark web leak site on Thursday, TechCrunch reports.",https://cdn.benzinga.com/files/images/story/2023/06/30/tsm.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",-0.283454,Somewhat-Bearish,"[{'ticker': 'HPQ', 'relevance_score': '0.138464', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.399204', 'ticker_sentiment_score': '-0.148778', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VMW', 'relevance_score': '0.272788', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.272788', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HPE', 'relevance_score': '0.272788', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.399204', 'ticker_sentiment_score': '-0.207057', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
